% LIQUIDITY FACTORS OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2023
% Column 1: Month
% Column 2: Levels of aggregated liquidity (Figure 1 in the paper)
% Column 3: Innovations in aggregated liquidity (non-traded liquidity factor; equation(8); the main series)
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study)
% and through 2023 it is similarly successful at creating a spread in post-ranking betas. The traded
% factor has a positive and significant alpha through 2023, consistent with liquidity risk being priced.
%
% Month	Agg Liq.	Innov Liq (eq8)	Traded Liq (LIQ_V)
199308	  0.04142405	  0.02549835	  0.01799178	
199309	  0.02295099	  0.03790010	 -0.07830297	
199310	  0.00044278	  0.01558322	  0.04276914	
199311	  0.00701532	  0.02188793	  0.04920888	
199312	  0.04816587	  0.03034304	  0.01650241	
199401	  0.03945276	  0.07157179	 -0.00248060	
199402	 -0.05118445	 -0.03876665	  0.00783604	
199403	 -0.01754406	 -0.01005775	  0.02580671	
199404	 -0.07560195	 -0.05257716	  0.00559831	
199405	 -0.04146914	 -0.00176341	  0.03150225	
199406	 -0.07876295	 -0.03712337	 -0.00198332	
199407	  0.01170539	  0.06177165	 -0.00750660	
199408	 -0.01712680	  0.03444694	  0.00548321	
199409	  0.02057847	  0.01603945	  0.03119027	
199410	  0.02948730	  0.03275399	  0.00973093	
199411	 -0.01550632	 -0.04553699	 -0.02160148	
199412	 -0.03463670	 -0.01128710	  0.01930035	
199501	  0.02206376	  0.06075991	 -0.03140997	
199502	  0.02359710	  0.02411879	 -0.02663006	
199503	  0.00997819	 -0.01164882	  0.00982348	
199504	  0.03159925	  0.05168967	  0.00352130	
199505	  0.00549143	  0.01057058	 -0.01164138	
199506	 -0.02606348	 -0.03565504	 -0.00567392	
199507	 -0.00492064	  0.01127866	  0.03964738	
199508	 -0.00307188	  0.01966911	 -0.02143166	
199509	 -0.02972287	 -0.02586515	 -0.07656433	
199510	 -0.00932857	  0.00541682	  0.03771907	
199511	  0.03077631	  0.05760202	  0.00909125	
199512	 -0.06585245	 -0.02992060	 -0.01612119	
199601	 -0.02406434	 -0.00890669	  0.02844004	
199602	  0.02437703	  0.07073625	  0.00972366	
199603	 -0.05198898	 -0.04545363	 -0.01150870	
199604	 -0.02575378	  0.01791409	 -0.03253059	
199605	  0.01231168	  0.02263437	 -0.01003411	
199606	 -0.01043103	 -0.01058388	 -0.04781987	
199607	 -0.03805803	 -0.01435220	 -0.03935225	
199608	  0.06257344	  0.09062084	  0.00714965	
199609	 -0.00120862	 -0.01771574	 -0.03213671	
199610	 -0.01304696	 -0.03491569	 -0.02175363	
199611	 -0.00762476	 -0.01180067	  0.02343186	
199612	  0.01492212	  0.02531036	 -0.02166792	
199701	 -0.01805322	  0.04946217	 -0.02445167	
199702	  0.00010695	 -0.01797277	 -0.01995632	
199703	 -0.00914433	  0.01668104	  0.01638578	
199704	  0.01870290	  0.02082385	  0.04514910	
199705	  0.02624563	  0.04218502	  0.01443537	
199706	 -0.00984361	 -0.00561372	  0.00005618	
199707	 -0.00843406	  0.00199612	 -0.00058943	
199708	 -0.05685736	 -0.01126343	  0.00094422	
199709	 -0.02726881	  0.03252208	 -0.01076099	
199710	 -0.17045339	 -0.11123468	  0.02466401	
199711	  0.02225625	  0.07030243	  0.03359202	
199712	 -0.02601744	  0.02846992	  0.04001086	
199801	 -0.04385878	 -0.07299383	  0.02357964	
199802	 -0.12011072	  0.00028016	  0.07538767	
199803	 -0.05901035	 -0.01052075	 -0.03254065	
199804	  0.04140759	  0.09445967	  0.00497198	
199805	  0.00691948	  0.01312668	 -0.00767628	
199806	 -0.04217002	 -0.02965199	  0.02194740	
199807	 -0.05127160	  0.00572894	  0.00792674	
199808	 -0.05158333	  0.01030393	 -0.03482823	
199809	 -0.27408101	 -0.25793363	  0.05509535	
199810	 -0.04391960	  0.05720626	  0.00950975	
199811	  0.04820277	  0.11337321	  0.00163953	
199812	 -0.14833407	 -0.10742301	  0.04828456	
199901	  0.06342531	  0.06617823	  0.05095578	
199902	 -0.08654181	 -0.06366804	  0.02054718	
199903	 -0.06150471	 -0.00534093	 -0.00332609	
199904	  0.19802355	  0.27697434	  0.08767822	
199905	 -0.13408331	 -0.13999711	 -0.00719636	
199906	  0.05855012	  0.06383665	  0.04269869	
199907	  0.06703473	  0.05331859	 -0.01601707	
199908	  0.05135435	 -0.01299448	 -0.00438140	
199909	 -0.04828547	 -0.07346329	 -0.03079376	
199910	  0.09828173	  0.08420832	  0.09079864	
199911	 -0.00169317	 -0.03864453	 -0.01671316	
199912	 -0.07442397	 -0.08090257	  0.04501071	
200001	 -0.06743720	 -0.04458698	  0.01096611	
200002	 -0.04172311	 -0.01389170	  0.00889955	
200003	 -0.00618156	  0.10974552	 -0.00154299	
200004	 -0.22530357	 -0.21964730	 -0.04316132	
200005	  0.06595434	  0.08344189	 -0.02651480	
200006	 -0.18106617	 -0.15867170	 -0.03392962	
200007	  0.05562614	 -0.06000464	  0.11025636	
200008	 -0.07174736	  0.01917695	 -0.00939793	
200009	 -0.16872981	 -0.15507869	 -0.03893589	
200010	 -0.13664786	 -0.00390869	  0.02337290	
200011	 -0.14439405	 -0.13254663	 -0.03671737	
