% LIQUIDITY FACTORS OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2023
% Column 1: Month
% Column 2: Levels of aggregated liquidity (Figure 1 in the paper)
% Column 3: Innovations in aggregated liquidity (non-traded liquidity factor; equation(8); the main series)
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study)
% and through 2023 it is similarly successful at creating a spread in post-ranking betas. The traded
% factor has a positive and significant alpha through 2023, consistent with liquidity risk being priced.
%
% Month	Agg Liq.	Innov Liq (eq8)	Traded Liq (LIQ_V)
200012	  0.09559686	  0.06664484	  0.01130186	
200101	 -0.14739081	 -0.05289390	  0.07131207	
200102	 -0.05684650	 -0.06350861	  0.03991331	
200103	 -0.06035493	  0.02497169	  0.07061213	
200104	 -0.06215272	  0.10672675	  0.00743734	
200105	  0.10054836	  0.11024158	  0.03162855	
200106	  0.01593630	  0.08431623	  0.00317664	
200107	 -0.04836669	 -0.00118531	  0.03563154	
200108	 -0.05223821	  0.05754690	  0.04913043	
200109	 -0.04060099	 -0.12730887	 -0.10070463	
200110	  0.06991310	  0.10198438	  0.03493576	
200111	  0.02057022	 -0.00941939	  0.03266710	
200112	  0.01329669	  0.05502776	  0.06825668	
200201	 -0.06933654	 -0.01474322	 -0.01242267	
200202	 -0.01014436	 -0.00874286	  0.03759379	
200203	  0.06089692	  0.02589692	  0.07805775	
200204	 -0.10984668	 -0.03141372	  0.05146454	
200205	 -0.03394845	 -0.04519040	  0.05081821	
200206	 -0.11584185	 -0.05790312	 -0.00913905	
200207	 -0.06592232	  0.00140043	 -0.04580001	
200208	 -0.02471742	 -0.00635662	  0.00343014	
200209	 -0.17025101	 -0.09213113	  0.00133774	
200210	 -0.30762302	 -0.14970737	  0.04117081	
200211	 -0.03852698	  0.01004989	  0.01743669	
200212	 -0.17765633	 -0.01144880	 -0.01163296	
200301	 -0.08552163	 -0.08954590	 -0.02155062	
200302	 -0.04021868	 -0.03899751	  0.01144085	
200303	 -0.10824941	 -0.06919257	 -0.00148600	
200304	 -0.05209150	 -0.00898384	  0.03747393	
200305	  0.02654334	  0.02104133	  0.00851668	
200306	 -0.01773686	 -0.00102203	 -0.00943770	
200307	 -0.03637369	  0.01957787	  0.06786535	
200308	 -0.01409055	  0.00063429	  0.04096158	
200309	 -0.11151611	 -0.02784595	 -0.00741016	
200310	 -0.04081320	  0.00949798	  0.02035822	
200311	 -0.05097340	 -0.02393138	  0.00453200	
200312	 -0.02134025	  0.04915223	 -0.00327383	
200401	 -0.10836096	 -0.02056076	 -0.05278612	
200402	 -0.03629706	 -0.05957922	  0.02821727	
200403	  0.02709084	  0.07366107	  0.01684606	
200404	 -0.05259627	  0.00903864	 -0.00451048	
200405	 -0.00584636	 -0.02322532	 -0.00184917	
200406	  0.05580165	  0.11120760	  0.02598052	
200407	 -0.03592135	 -0.01309997	  0.07181666	
200408	  0.00419211	  0.04851191	  0.06520698	
200409	 -0.02612415	  0.00103242	 -0.00145842	
200410	  0.01505644	  0.01856696	 -0.01576515	
200411	 -0.01810987	  0.03206091	  0.01382888	
200412	 -0.07001299	 -0.02017208	 -0.03431977	
200501	 -0.00561092	  0.01171446	  0.04238401	
200502	 -0.05566893	 -0.00294573	  0.05583696	
200503	 -0.02000190	  0.00192760	 -0.00300091	
200504	 -0.12695313	 -0.09916346	 -0.05295723	
200505	  0.00357970	  0.04804151	  0.00014587	
200506	  0.00197650	  0.08026978	  0.04271190	
200507	  0.02442722	  0.03452101	  0.02728237	
200508	  0.04779531	  0.07801602	  0.02995726	
200509	 -0.02282613	  0.02038559	  0.03393450	
200510	 -0.05176370	  0.01028320	 -0.04393140	
200511	  0.08820635	  0.06655244	  0.00550748	
200512	 -0.02396660	 -0.07591540	  0.00038138	
200601	 -0.05568256	 -0.03611857	  0.03383014	
200602	 -0.05908258	 -0.04117823	 -0.03888196	
200603	 -0.02457918	  0.01975108	  0.01238598	
200604	  0.01282215	  0.02870725	 -0.00666897	
200605	 -0.02519272	  0.00904616	  0.02055420	
200606	 -0.06745814	  0.00033912	  0.03208476	
200607	  0.00392041	 -0.00189564	  0.05469685	
200608	  0.01674504	 -0.02616406	 -0.02801405	
200609	 -0.06006415	 -0.04166526	 -0.01752444	
200610	  0.03231136	  0.06053051	  0.03803449	
200611	 -0.00477928	  0.03922595	  0.02836054	
200612	  0.02912667	  0.02217794	 -0.01617033	
200701	  0.04338604	  0.01176017	  0.00349177	
200702	 -0.00636273	  0.03406100	  0.02498007	
200703	 -0.03858859	 -0.02649698	  0.02949978	
200704	 -0.01314712	  0.00980078	  0.02012920	
200705	  0.02691214	  0.06141274	  0.02757409	
200706	  0.06254018	  0.09349734	  0.00808435	
200707	 -0.00280120	 -0.01337912	  0.02647683	
200708	 -0.15688331	 -0.19384495	 -0.00468925	
200709	 -0.04698278	 -0.03157135	  0.03339979	
200710	 -0.19141352	 -0.04755266	  0.05505309	
200711	 -0.16848869	 -0.02776756	  0.02181934	
200712	 -0.04286566	  0.02710193	  0.05028802	
200801	 -0.15709411	 -0.05938368	 -0.12657549	
200802	  0.07933861	 -0.01833417	  0.03009320	
200803	 -0.26874675	 -0.14964387	  0.04105458	
200804	  0.06011212	  0.10671890	  0.10871313	
200805	 -0.01916144	  0.00134239	  0.08058900	
200806	 -0.08686875	 -0.03551971	  0.09451179	
200807	 -0.17516923	 -0.07201230	 -0.13225786	
200808	 -0.00480399	  0.02324499	  0.01819551	
200809	 -0.10135142	 -0.23786888	 -0.13550608	
200810	 -0.22932815	 -0.04740514	 -0.08977999	
200811	  0.07299987	  0.14296879	 -0.05779453	
200812	 -0.30815682	 -0.19000816	 -0.08469479	
200901	 -0.04154820	 -0.15511781	  0.07990491	
200902	 -0.03537968	  0.03440678	 -0.00348468	
200903	 -0.09956666	 -0.03351641	 -0.04477284	
200904	 -0.09607376	 -0.04240943	 -0.04653182	
200905	 -0.07201629	  0.07210303	  0.01953465	
200906	 -0.04054450	  0.01835335	 -0.01328322	
200907	  0.07996965	  0.04095114	 -0.01619019	
200908	 -0.01591909	 -0.00324712	 -0.05453840	
200909	  0.01414678	  0.06306506	  0.06457085	
200910	 -0.06074820	 -0.05213994	  0.07770456	
200911	 -0.03522501	 -0.01044725	 -0.00284503	
200912	  0.13697338	 -0.00124658	  0.02283539	
201001	  0.05788525	  0.11794349	 -0.01105698	
201002	  0.01445669	  0.03293625	 -0.00755895	
201003	  0.01741086	  0.03196891	 -0.06257515	
201004	 -0.06437738	 -0.05386090	  0.01020015	
201005	 -0.07894997	 -0.01745661	 -0.02806075	
201006	 -0.05562146	  0.01496882	  0.00383754	
201007	 -0.01822582	 -0.00086348	  0.02483923	
201008	  0.00020335	  0.02679847	  0.02131701	
201009	 -0.03018753	  0.08293270	  0.03255056	
201010	 -0.04019747	 -0.05114340	  0.02321111	
201011	 -0.01660863	 -0.00385092	  0.02746053	
201012	  0.03733859	  0.08708576	  0.03149786	
201101	 -0.03436781	 -0.03459147	  0.00967912	
201102	 -0.01119657	 -0.01550884	 -0.01051377	
201103	 -0.03244630	 -0.01526818	  0.00236662	
201104	  0.00997818	  0.02055293	 -0.05769035	
201105	  0.01770700	  0.02238119	 -0.02694952	
201106	 -0.00861605	  0.02687871	 -0.02095266	
201107	 -0.01354614	  0.01520260	  0.00057567	
201108	 -0.05086509	 -0.04836219	 -0.03747095	
201109	  0.01295526	  0.03028820	 -0.06508016	
201110	 -0.04181748	  0.02570489	  0.07673227	
201111	 -0.09615061	 -0.02780261	  0.02782179	
201112	  0.01017358	  0.05057057	 -0.00950600	
201201	  0.01930727	  0.05154589	 -0.02556737	
201202	  0.03101950	  0.00885025	  0.02446527	
201203	 -0.01915000	 -0.00750411	 -0.05768068	
201204	  0.00870670	 -0.01429649	  0.00219896	
201205	  0.08348980	 -0.00662603	 -0.00215711	
201206	  0.01779129	 -0.00077637	  0.01378388	
201207	  0.01628135	  0.10112998	 -0.00439776	
201208	 -0.04169714	 -0.02288110	 -0.00457896	
201209	  0.04584002	  0.03581467	 -0.02457812	
201210	 -0.02182354	 -0.04306771	  0.00233808	
201211	 -0.01314424	 -0.05133072	 -0.01754981	
201212	  0.01042216	  0.03003365	  0.01674306	
201301	  0.01582313	  0.02750441	 -0.02549078	
201302	 -0.02502447	 -0.01606034	 -0.00809271	
201303	  0.02584343	  0.07275143	  0.00607252	
201304	 -0.00375058	 -0.01360420	 -0.01888749	
201305	  0.00374615	  0.02068637	  0.00363658	
201306	 -0.02859702	  0.01475267	 -0.01306490	
201307	 -0.02124901	  0.01076696	  0.00276527	
201308	 -0.03567506	  0.01373444	  0.01257205	
201309	 -0.02416619	 -0.00768210	 -0.02340124	
201310	  0.06906188	  0.10166495	 -0.02071411	
201311	 -0.06682225	  0.03617344	 -0.02687523	
201312	  0.03024744	  0.02558564	 -0.00299505	
201401	 -0.00669558	  0.01881325	  0.03016848	
201402	  0.01876573	  0.02408447	 -0.00845716	
201403	 -0.00108010	  0.03030691	  0.03065791	
201404	 -0.00597065	 -0.00563621	 -0.05041689	
201405	 -0.07604176	 -0.03058170	  0.00294652	
201406	  0.03555157	  0.08907559	  0.01516767	
201407	  0.00970383	  0.02563162	 -0.00384578	
201408	 -0.00700511	 -0.00061436	  0.00352413	
201409	  0.00942029	  0.02826335	  0.02116180	
201410	  0.03156208	  0.04506411	  0.04238834	
201411	 -0.04093063	 -0.02886335	  0.00220695	
201412	  0.02857210	  0.05878310	  0.02564281	
201501	  0.00006477	  0.02164542	 -0.01822077	
201502	 -0.00774800	  0.00105065	  0.00068547	
201503	 -0.04318635	 -0.02116685	  0.01244365	
201504	 -0.02162295	  0.00629735	 -0.00539322	
201505	  0.01913707	  0.00426473	  0.04482210	
201506	  0.01133199	  0.00971479	  0.02952947	
201507	  0.04047104	  0.03302740	  0.00868989	
201508	  0.02562904	  0.07111358	 -0.00664299	
201509	 -0.04876124	 -0.07773430	  0.00601446	
201510	  0.00812565	  0.10665884	 -0.06909777	
201511	 -0.12190966	 -0.03429927	  0.03966728	
201512	 -0.08085618	 -0.01236988	 -0.00089856	
201601	 -0.08338510	 -0.04499263	 -0.03380666	
201602	  0.00317650	  0.03007122	 -0.02869227	
201603	 -0.02077123	  0.00359093	 -0.02126196	
201604	  0.08328224	  0.09162759	 -0.01051141	
201605	 -0.04418752	 -0.05543429	  0.01759801	
201606	 -0.01959616	 -0.02672833	 -0.01530551	
201607	  0.06306624	  0.01055456	  0.03289437	
201608	  0.00844411	 -0.00431219	 -0.00538695	
201609	 -0.04118253	 -0.03166076	  0.01145573	
201610	  0.10321774	  0.09003666	  0.01155861	
201611	 -0.07588807	 -0.00418203	 -0.00348322	
201612	  0.00176770	  0.04963706	 -0.01485460	
201701	  0.04555742	  0.06719042	  0.02084784	
201702	 -0.05746363	 -0.05291950	 -0.02596674	
201703	 -0.01047972	 -0.06437322	 -0.03516001	
201704	 -0.02995390	  0.00991193	 -0.02159388	
201705	  0.10505061	  0.08918750	 -0.03513859	
201706	  0.04244786	  0.02363279	  0.03204044	
201707	 -0.01939452	  0.01342279	  0.03266733	
201708	  0.02982351	  0.06427488	 -0.02430416	
201709	  0.05203766	  0.05538758	 -0.01470475	
201710	  0.02676379	  0.03099575	 -0.04787233	
201711	  0.03465119	  0.01905773	 -0.01565814	
201712	  0.03739721	  0.04602908	  0.05101684	
201801	 -0.05291913	 -0.00999627	  0.01197226	
201802	  0.00309952	  0.02973665	  0.05234304	
201803	  0.02923252	  0.08556504	  0.00320805	
201804	 -0.07864566	 -0.01218473	  0.01273375	
201805	  0.02707212	  0.08556505	  0.06977742	
201806	  0.10043021	  0.12558147	 -0.02195374	
201807	 -0.02329430	 -0.02324343	 -0.00600478	
201808	  0.09291973	  0.04540027	 -0.01631540	
201809	 -0.04382566	  0.05732026	  0.00470550	
201810	 -0.06898593	 -0.03118756	 -0.07063411	
201811	  0.01574058	  0.04134675	  0.02578861	
201812	 -0.06385120	 -0.03942683	 -0.00140301	
201901	 -0.03149314	 -0.02958499	  0.03250807	
201902	  0.06570127	  0.15374570	 -0.00572544	
201903	  0.00173439	 -0.00521097	  0.00260258	
201904	  0.03703559	  0.05766715	  0.00214166	
201905	 -0.02203067	 -0.02087610	 -0.00789845	
201906	 -0.09734129	 -0.06410526	 -0.02947490	
201907	  0.07273926	  0.07326190	 -0.00176625	
201908	  0.04596394	  0.02174072	 -0.00873951	
201909	 -0.04788248	 -0.02278880	 -0.05148881	
201910	 -0.06800208	  0.00210477	  0.00933833	
201911	 -0.04571975	  0.03898775	  0.02373162	
201912	 -0.01961180	  0.02145508	  0.00036564	
202001	 -0.04085796	 -0.01454809	  0.01856556	
202002	  0.00581872	  0.02399170	  0.04195985	
202003	 -0.26041854	 -0.16436693	 -0.10338117	
202004	  0.01144381	 -0.02282219	  0.11751523	
202005	 -0.05607426	 -0.07001781	  0.07138669	
202006	 -0.01502376	  0.01958538	  0.06205849	
202007	  0.03447948	  0.07278231	  0.00149768	
202008	  0.00580830	 -0.01279468	  0.04354523	
202009	 -0.09954219	 -0.12016043	 -0.00472362	
202010	 -0.04311526	  0.03249982	  0.04056653	
202011	  0.05375725	  0.06556584	  0.02262458	
202012	  0.02488288	  0.01244129	  0.05047929	
202101	  0.10624166	  0.06178659	 -0.04853912	
202102	 -0.02973247	 -0.04833531	  0.01998460	
202103	 -0.07658205	 -0.00938450	 -0.07243633	
202104	 -0.04645184	 -0.02802147	  0.00114264	
202105	 -0.05370994	 -0.01026876	 -0.03112707	
202106	 -0.03633265	  0.00424908	  0.03774234	
202107	  0.00584988	  0.03855770	 -0.00070313	
202108	  0.01155584	  0.03142486	  0.00290839	
202109	 -0.01745475	 -0.00571759	 -0.01045792	
202110	 -0.00538852	 -0.00607972	  0.01594697	
202111	  0.01398488	  0.03127878	 -0.02440641	
202112	  0.06036660	  0.07120965	 -0.02381502	
202201	 -0.05794136	 -0.04679755	 -0.05411585	
202202	 -0.08858936	 -0.07021552	  0.00843478	
202203	 -0.07621055	 -0.02442803	 -0.02122165	
202204	 -0.16414551	 -0.13665935	 -0.03425109	
202205	 -0.02372926	  0.03228561	 -0.06681909	
202206	 -0.02496714	  0.08110573	  0.03764318	
202207	  0.00896067	  0.07619305	  0.00583969	
202208	  0.01625096	  0.01982401	  0.01254026	
202209	 -0.01031641	 -0.01397946	  0.05629846	
202210	 -0.02161225	 -0.00417963	 -0.09013203	
202211	  0.01290549	  0.01075207	 -0.05291579	
202212	  0.01930115	  0.04253225	 -0.01863631	
202301	  0.01333923	  0.04739246	 -0.03330664	
202302	  0.00488143	  0.03852404	  0.00465112	
202303	 -0.01143341	  0.00562069	  0.06794813	
202304	 -0.15161072	 -0.13210000	  0.00609672	
202305	 -0.07943237	 -0.00104040	  0.03855023	
202306	 -0.04560138	  0.01996221	 -0.06706213	
202307	  0.03158360	  0.05313238	 -0.03521294	
202308	 -0.02219315	 -0.01384346	 -0.04206628	
202309	 -0.06412711	 -0.03281943	 -0.04053745	
202310	  0.16340711	  0.17621454	  0.00078403	
202311	  0.01836070	 -0.10736516	  0.05513213	
202312	 -0.09925067	 -0.12738569	  0.03728561	
