GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,chq,dd1q,dlttq,drcq,dvintfq,epsfi12,esubq,lctq,lltq,oiadpq,capxy,costat
001177,46850,1982-03-31,1982,1,INDL,C,D,STD,USD,1982Q1,1982Q1,,,258.5990,,,,,,,67.2000,,I
001177,46850,1982-06-30,1982,2,INDL,C,D,STD,USD,1982Q2,1982Q2,,,408.5000,,,,,,,113.7000,,I
001177,46850,1982-09-30,1982,3,INDL,C,D,STD,USD,1982Q3,1982Q3,,,408.0990,,,,,,,133.6990,,I
001177,46850,1982-12-31,1982,4,INDL,C,D,STD,USD,1982Q4,1982Q4,,,413.5990,,,,,,,108.7990,,I
001177,46850,1983-03-31,1983,1,INDL,C,D,STD,USD,1983Q1,1983Q1,,,425.2000,,,,,,,159.8000,,I
001177,46850,1983-06-30,1983,2,INDL,C,D,STD,USD,1983Q2,1983Q2,,,424.9000,,,,,,,111.8990,,I
001177,46850,1983-09-30,1983,3,INDL,C,D,STD,USD,1983Q3,1983Q3,,,424.7000,,,,,,,88.6000,,I
001177,46850,1983-12-31,1983,4,INDL,C,D,STD,USD,1983Q4,1983Q4,,,421.0000,,,,,,,84.1000,,I
001177,46850,1984-03-31,1984,1,INDL,C,D,STD,USD,1984Q1,1984Q1,,,428.3990,,,,,,,43.3000,29.7000,I
001177,46850,1984-06-30,1984,2,INDL,C,D,STD,USD,1984Q2,1984Q2,,,429.5000,,,,,,,121.5000,57.8000,I
001177,46850,1984-09-30,1984,3,INDL,C,D,STD,USD,1984Q3,1984Q3,,,428.0990,,,,,,,73.5000,66.9000,I
001177,46850,1984-12-31,1984,4,INDL,C,D,STD,USD,1984Q4,1984Q4,,,420.8990,,,,,,,80.5000,66.2000,I
001177,46850,1985-03-31,1985,1,INDL,C,D,STD,USD,1985Q1,1985Q1,,,428.2000,,,,,,,58.0000,16.9000,I
001177,46850,1985-06-30,1985,2,INDL,C,D,STD,USD,1985Q2,1985Q2,,,408.9000,,,,,,,151.8750,25.5000,I
001177,46850,1985-09-30,1985,3,INDL,C,D,STD,USD,1985Q3,1985Q3,,,408.8000,,,,,,,165.5000,,I
001177,46850,1985-12-31,1985,4,INDL,C,D,STD,USD,1985Q4,1985Q4,,,408.6000,,,,,,,211.8320,,I
001177,46850,1986-03-31,1986,1,INDL,C,D,STD,USD,1986Q1,1986Q1,,,408.5000,,,,,,,171.3010,17.1000,I
001177,46850,1986-06-30,1986,2,INDL,C,D,STD,USD,1986Q2,1986Q2,,,246.3000,,,,,,,237.3010,37.0000,I
001177,46850,1986-09-30,1986,3,INDL,C,D,STD,USD,1986Q3,1986Q3,,,446.2000,,,,,,,304.8980,58.7000,I
001177,46850,1986-12-31,1986,4,INDL,C,D,STD,USD,1986Q4,1986Q4,,,446.5000,,,,,,,310.6010,105.0000,I
001177,46850,1987-03-31,1987,1,INDL,C,D,STD,USD,1987Q1,1987Q1,,,632.6000,,,,,,,236.0000,11.9000,I
001177,46850,1987-06-30,1987,2,INDL,C,D,STD,USD,1987Q2,1987Q2,,,707.5000,,,,,,,276.5000,32.3000,I
001177,46850,1987-09-30,1987,3,INDL,C,D,STD,USD,1987Q3,1987Q3,,,713.8000,,,,,,,272.5000,69.3000,I
001177,46850,1987-12-31,1987,4,INDL,C,D,STD,USD,1987Q4,1987Q4,,,727.5000,,,,,,,277.6990,98.0000,I
001177,46850,1988-03-31,1988,1,INDL,C,D,STD,USD,1988Q1,1988Q1,,,820.9000,,,,,,,162.1970,22.7000,I
001177,46850,1988-06-30,1988,2,INDL,C,D,STD,USD,1988Q2,1988Q2,,,810.9000,,,,,,,165.8010,43.7000,I
001177,46850,1988-09-30,1988,3,INDL,C,D,STD,USD,1988Q3,1988Q3,,,810.4000,,,,,,,310.1970,69.5000,I
001177,46850,1988-12-31,1988,4,INDL,C,D,STD,USD,1988Q4,1988Q4,,,1096.4000,,,,,,,274.1980,,I
001177,46850,1989-03-31,1989,1,INDL,C,D,STD,USD,1989Q1,1989Q1,,,1091.8000,,,,,,,192.1980,0.0000,I
001177,46850,1989-06-30,1989,2,INDL,C,D,STD,USD,1989Q2,1989Q2,,,1034.1000,,,,,,,196.0000,0.0000,I
001177,46850,1989-09-30,1989,3,INDL,C,D,STD,USD,1989Q3,1989Q3,,,1038.0000,,,,,,,280.6000,0.0000,I
001177,46850,1989-12-31,1989,4,INDL,C,D,STD,USD,1989Q4,1989Q4,,,1016.0000,,,,,,,151.1980,0.0000,I
001177,46850,1990-03-31,1990,1,INDL,C,D,STD,USD,1990Q1,1990Q1,,,1053.7000,,,,,,,206.3980,0.0000,I
001177,46850,1990-06-30,1990,2,INDL,C,D,STD,USD,1990Q2,1990Q2,,,1081.8000,,,,,,,238.9020,0.0000,I
001177,46850,1990-09-30,1990,3,INDL,C,D,STD,USD,1990Q3,1990Q3,,,1094.9000,,,,,,,166.2000,0.0000,I
001177,46850,1990-12-31,1990,4,INDL,C,D,STD,USD,1990Q4,1990Q4,,,982.4000,,,,,,,102.6990,0.0000,I
001177,46850,1991-03-31,1991,1,INDL,C,D,STD,USD,1991Q1,1991Q1,,,1010.4000,,,,,,,,0.0000,I
001177,46850,1991-06-30,1991,2,INDL,C,D,STD,USD,1991Q2,1991Q2,,,1002.9000,,,,,,,250.7980,105.8000,I
001177,46850,1991-09-30,1991,3,INDL,C,D,STD,USD,1991Q3,1991Q3,,,1010.3000,,,,,,,43.1010,167.2000,I
001177,46850,1991-12-31,1991,4,INDL,C,D,STD,USD,1991Q4,1991Q4,,,1019.6000,,,,,,,-50.3990,247.3000,I
001177,46850,1992-03-31,1992,1,INDL,C,D,STD,USD,1992Q1,1992Q1,,,1012.1000,,,,,,,201.3010,59.6000,I
001177,46850,1992-06-30,1992,2,INDL,C,D,STD,USD,1992Q2,1992Q2,,,966.9000,,,,,,,-141.1010,101.6000,I
001177,46850,1992-09-30,1992,3,INDL,C,D,STD,USD,1992Q3,1992Q3,,,966.3000,,,,,,,281.1010,134.0000,I
001177,46850,1992-12-31,1992,4,INDL,C,D,STD,USD,1992Q4,1992Q4,,,899.0000,,,,,,,-317.6990,198.9000,I
001177,46850,1993-03-31,1993,1,INDL,C,D,STD,USD,1993Q1,1993Q1,,,961.4000,,,,,,,191.2980,28.3000,I
001177,46850,1993-06-30,1993,2,INDL,C,D,STD,USD,1993Q2,1993Q2,,,707.2000,,,,,,,151.1010,75.2000,I
001177,46850,1993-09-30,1993,3,INDL,C,D,STD,USD,1993Q3,1993Q3,,,1168.4000,,,,,,,285.1980,104.2000,I
001177,46850,1993-12-31,1993,4,INDL,C,D,STD,USD,1993Q4,1993Q4,,,1127.8000,,,,,,,-197.0010,148.4000,I
001177,46850,1994-03-31,1994,1,INDL,C,D,STD,USD,1994Q1,1994Q1,,,1134.7000,,,,,,,56.4020,25.9000,I
001177,46850,1994-06-30,1994,2,INDL,C,D,STD,USD,1994Q2,1994Q2,,,1128.8000,,,,,,,188.1990,65.5000,I
001177,46850,1994-09-30,1994,3,INDL,C,D,STD,USD,1994Q3,1994Q3,,,1132.3000,,,,,,,202.1000,97.2000,I
001177,46850,1994-12-31,1994,4,INDL,C,D,STD,USD,1994Q4,1994Q4,,,1012.4000,,,,,,,180.8000,135.3000,I
001177,46850,1995-03-31,1995,1,INDL,C,D,STD,USD,1995Q1,1995Q1,,,1113.7000,,,,,,,143.4000,37.4000,I
001177,46850,1995-06-30,1995,2,INDL,C,D,STD,USD,1995Q2,1995Q2,,,1117.9000,,,,,,,181.6000,82.9000,I
001177,46850,1995-09-30,1995,3,INDL,C,D,STD,USD,1995Q3,1995Q3,,,1121.1000,,,,,,,176.0000,118.9000,I
001177,46850,1995-12-31,1995,4,INDL,C,D,STD,USD,1995Q4,1995Q4,,,977.2000,,,,,,,225.2000,155.3000,I
001177,46850,1996-03-31,1996,1,INDL,C,D,STD,USD,1996Q1,1996Q1,,,985.5000,,,,,,,277.9000,4.1000,I
001177,46850,1996-06-30,1996,2,INDL,C,D,STD,USD,1996Q2,1996Q2,,,986.7000,,,,,,,287.3000,18.0000,I
001177,46850,1996-09-30,1996,3,INDL,C,D,STD,USD,1996Q3,1996Q3,,,2382.3000,,,,,,,305.2000,67.4000,I
001177,46850,1996-12-31,1996,4,INDL,C,D,STD,USD,1996Q4,1996Q4,,,2645.0000,,,,,,,299.0000,78.2000,I
001177,46850,1997-03-31,1997,1,INDL,C,D,STD,USD,1997Q1,1997Q1,,,2376.3000,,,4.1600,,,,357.4000,14.7000,I
001177,46850,1997-06-30,1997,2,INDL,C,D,STD,USD,1997Q2,1997Q2,,,2375.6000,,,3.1200,,,,399.9000,31.3000,I
001177,46850,1997-09-30,1997,3,INDL,C,D,STD,USD,1997Q3,1997Q3,,,2373.5000,,,3.0700,,,,271.5000,46.8000,I
001177,46850,1997-12-31,1997,4,INDL,C,D,STD,USD,1997Q4,1997Q4,,,2515.2000,,,5.6000,,,,500.7000,92.4000,I
001177,46850,1998-03-31,1998,1,INDL,C,D,STD,USD,1998Q1,1998Q1,,,2483.9000,,,4.8100,,,,346.7000,,I
001177,46850,1998-06-30,1998,2,INDL,C,D,STD,USD,1998Q2,1998Q2,,,2479.6000,,,5.0200,,,,511.7000,82.7000,I
001177,46850,1998-09-30,1998,3,INDL,C,D,STD,USD,1998Q3,1998Q3,,,2485.0000,,,5.6300,,,,389.1000,100.8000,I
001177,46850,1998-12-31,1998,4,INDL,C,D,STD,USD,1998Q4,1998Q4,,,2488.5000,,,5.4100,,,,411.6000,123.2000,I
001177,46850,1999-03-31,1999,1,INDL,C,D,STD,USD,1999Q1,1999Q1,,,2494.5000,,,5.5200,,,,390.9000,14.8000,I
001177,46850,1999-06-30,1999,2,INDL,C,D,STD,USD,1999Q2,1999Q2,,,2456.3000,,,5.3300,,,,390.6000,11.3000,I
001177,46850,1999-09-30,1999,3,INDL,C,D,STD,USD,1999Q3,1999Q3,,,2958.4000,,,5.3100,,,,480.8000,258.5000,I
001177,46850,1999-12-31,1999,4,INDL,C,D,STD,USD,1999Q4,1999Q4,,,2674.9000,,,4.7200,,,,296.0000,123.5000,I
001177,46850,2000-03-31,2000,1,INDL,C,D,STD,USD,2000Q1,2000Q1,,,2680.9000,,,4.8400,,,,204.4000,30.3000,I
001177,46850,2000-06-30,2000,2,INDL,C,D,STD,USD,2000Q2,2000Q2,,,2673.9000,,,4.7100,,,,253.9000,31.6000,I
001177,46850,2000-09-30,2000,3,INDL,C,D,STD,USD,2000Q3,2000Q3,,,2377.4000,,,4.6500,,,,182.5000,51.1000,I
001209,28222,1982-03-31,1982,2,INDL,C,D,STD,USD,1982Q1,1982Q2,,,359.5990,,,,,354.7690,631.5740,48.2620,,A
001209,28222,1982-06-30,1982,3,INDL,C,D,STD,USD,1982Q2,1982Q3,,,524.2780,,,,,384.7590,782.5550,40.1810,,A
001209,28222,1982-09-30,1982,4,INDL,C,D,STD,USD,1982Q3,1982Q4,,,533.1720,,,,,454.3850,796.9310,40.3280,,A
001209,28222,1982-12-31,1983,1,INDL,C,D,STD,USD,1982Q4,1983Q1,,,,,,,,415.6450,,36.4000,,A
001209,28222,1983-03-31,1983,2,INDL,C,D,STD,USD,1983Q1,1983Q2,,,,,,,,401.6810,,50.2420,,A
001209,28222,1983-06-30,1983,3,INDL,C,D,STD,USD,1983Q2,1983Q3,,,,,,,,398.8140,,44.1970,,A
001209,28222,1983-09-30,1983,4,INDL,C,D,STD,USD,1983Q3,1983Q4,,,424.5740,,,,,456.4940,715.9190,42.4800,,A
001209,28222,1983-12-31,1984,1,INDL,C,D,STD,USD,1983Q4,1984Q1,,,396.3260,,,,,460.3390,725.1410,62.3340,44.1520,A
001209,28222,1984-03-31,1984,2,INDL,C,D,STD,USD,1984Q1,1984Q2,,,410.5400,,,,,440.7920,747.7450,67.2590,114.5000,A
001209,28222,1984-06-30,1984,3,INDL,C,D,STD,USD,1984Q2,1984Q3,,,403.0370,,,,,442.4590,744.6950,67.4540,185.4080,A
001209,28222,1984-09-30,1984,4,INDL,C,D,STD,USD,1984Q3,1984Q4,,,385.5420,,,,,479.3770,719.0900,53.3050,262.4910,A
001209,28222,1984-12-31,1985,1,INDL,C,D,STD,USD,1984Q4,1985Q1,,,410.4410,,,,,482.9320,772.1960,59.6280,66.6610,A
001209,28222,1985-03-31,1985,2,INDL,C,D,STD,USD,1985Q1,1985Q2,,,469.9900,,,,,397.7920,845.9000,60.0600,138.3800,A
001209,28222,1985-06-30,1985,3,INDL,C,D,STD,USD,1985Q2,1985Q3,,,473.7090,,,,,425.6050,864.6990,66.7520,223.0890,A
001209,28222,1985-09-30,1985,4,INDL,C,D,STD,USD,1985Q3,1985Q4,,,524.6890,,,,,493.1790,928.3070,56.5450,392.1750,A
001209,28222,1985-12-31,1986,1,INDL,C,D,STD,USD,1985Q4,1986Q1,,,585.2240,,,,,354.0440,1018.6640,65.6910,86.8100,A
001209,28222,1986-03-31,1986,2,INDL,C,D,STD,USD,1986Q1,1986Q2,,,617.4260,,,,,353.2130,1064.6520,70.2310,176.7150,A
001209,28222,1986-06-30,1986,3,INDL,C,D,STD,USD,1986Q2,1986Q3,,,703.6360,,,,,360.6730,1156.3830,66.4180,271.5970,A
001209,28222,1986-09-30,1986,4,INDL,C,D,STD,USD,1986Q3,1986Q4,,,698.8570,,,,,401.5210,1159.3660,64.3010,366.5630,A
001209,28222,1986-12-31,1987,1,INDL,C,D,STD,USD,1986Q4,1987Q1,,,699.1490,,,,,393.8770,1137.6180,79.8400,73.8300,A
001209,28222,1987-03-31,1987,2,INDL,C,D,STD,USD,1987Q1,1987Q2,,,700.9640,,,,,408.8940,1200.7730,82.2760,147.6980,A
001209,28222,1987-06-30,1987,3,INDL,C,D,STD,USD,1987Q2,1987Q3,,,715.4510,,,,,366.1830,1223.7610,74.4270,229.5930,A
001209,28222,1987-09-30,1987,4,INDL,C,D,STD,USD,1987Q3,1987Q4,,,616.3890,,,,,433.4110,1121.7020,73.4840,322.7650,A
001209,28222,1987-12-31,1988,1,INDL,C,D,STD,USD,1987Q4,1988Q1,,,642.4840,,,,,422.5950,1156.4730,96.7550,78.1060,A
001209,28222,1988-03-31,1988,2,INDL,C,D,STD,USD,1988Q1,1988Q2,,,644.5350,,,,,512.6030,1187.2600,98.5380,178.7060,A
001209,28222,1988-06-30,1988,3,INDL,C,D,STD,USD,1988Q2,1988Q3,,,625.5730,,,,,523.8140,1155.9570,89.3850,263.1870,A
001209,28222,1988-09-30,1988,4,INDL,C,D,STD,USD,1988Q3,1988Q4,,,667.9370,,,,,516.7590,1210.5090,78.4800,409.4330,A
001209,28222,1988-12-31,1989,1,INDL,C,D,STD,USD,1988Q4,1989Q1,,,670.9840,,,,,563.7130,1237.6910,94.5700,103.0760,A
001209,28222,1989-03-31,1989,2,INDL,C,D,STD,USD,1989Q1,1989Q2,,,672.5950,,,,,606.8220,1236.0440,100.5290,202.7900,A
001209,28222,1989-06-30,1989,3,INDL,C,D,STD,USD,1989Q2,1989Q3,,,701.9070,,,,,574.0260,1263.8590,83.1650,313.0580,A
001209,28222,1989-09-30,1989,4,INDL,C,D,STD,USD,1989Q3,1989Q4,,,853.7100,,,,,494.4770,1426.3320,81.3270,413.7350,A
001209,28222,1989-12-31,1990,1,INDL,C,D,STD,USD,1989Q4,1990Q1,,,909.2000,,,,,515.9000,1495.1000,87.5000,121.7000,A
001209,28222,1990-03-31,1990,2,INDL,C,D,STD,USD,1990Q1,1990Q2,,,928.5000,,,,,533.1000,1518.5000,97.6000,253.0000,A
001209,28222,1990-06-30,1990,3,INDL,C,D,STD,USD,1990Q2,1990Q3,,,939.5000,,,,,623.1000,1542.0000,100.4000,398.5000,A
001209,28222,1990-09-30,1990,4,INDL,C,D,STD,USD,1990Q3,1990Q4,,,953.9000,,,,,623.0000,1588.1000,103.6000,467.5000,A
001209,28222,1990-12-31,1991,1,INDL,C,D,STD,USD,1990Q4,1991Q1,,,957.9000,,,,,668.8000,1601.2000,104.0000,130.7000,A
001209,28222,1991-03-31,1991,2,INDL,C,D,STD,USD,1991Q1,1991Q2,,,890.6000,,,,,701.3000,1521.0000,104.2000,254.1000,A
001209,28222,1991-06-30,1991,3,INDL,C,D,STD,USD,1991Q2,1991Q3,,,941.1000,,,,,628.3000,1570.6000,100.1000,380.7000,A
001209,28222,1991-09-30,1991,4,INDL,C,D,STD,USD,1991Q3,1991Q4,,,944.6000,,,,,784.5000,1601.7000,101.2000,506.4000,A
001209,28222,1991-12-31,1992,1,INDL,C,D,STD,USD,1991Q4,1992Q1,,,949.6000,,,,,837.2000,1635.5000,118.9000,93.2000,A
001209,28222,1992-03-31,1992,2,INDL,C,D,STD,USD,1992Q1,1992Q2,,,904.5000,,,,,771.9000,1585.6000,125.7000,191.9000,A
001209,28222,1992-06-30,1992,3,INDL,C,D,STD,USD,1992Q2,1992Q3,,,947.1000,,,,,766.5000,1657.2000,118.9000,303.6000,A
001209,28222,1992-09-30,1992,4,INDL,C,D,STD,USD,1992Q3,1992Q4,,,956.2000,,,,,719.3000,1674.6000,108.2000,427.5000,A
001209,28222,1992-12-31,1993,1,INDL,C,D,STD,USD,1992Q4,1993Q1,,,870.7000,,,,,843.9000,1593.0000,115.4000,103.5000,A
001209,28222,1993-03-31,1993,2,INDL,C,D,STD,USD,1993Q1,1993Q2,,,850.7000,,,,,867.0000,1592.3000,133.3000,213.5000,A
001209,28222,1993-06-30,1993,3,INDL,C,D,STD,USD,1993Q2,1993Q3,,,843.1000,,,,,942.6000,1584.3000,113.3000,343.6000,A
001209,28222,1993-09-30,1993,4,INDL,C,D,STD,USD,1993Q3,1993Q4,,,1016.4000,,,,,874.0000,1785.6000,99.5000,490.6000,A
001209,28222,1993-12-31,1994,1,INDL,C,D,STD,USD,1993Q4,1994Q1,,,1007.9000,,,1.9300,,827.7000,1790.6000,116.7000,128.8000,A
001209,28222,1994-03-31,1994,2,INDL,C,D,STD,USD,1994Q1,1994Q2,,,1035.9000,,,1.3900,,950.5000,1835.5000,123.2000,265.1000,A
001209,28222,1994-06-30,1994,3,INDL,C,D,STD,USD,1994Q2,1994Q3,,,934.4000,,,1.3500,,970.8000,1767.8000,122.0000,384.0000,A
001209,28222,1994-09-30,1994,4,INDL,C,D,STD,USD,1994Q3,1994Q4,,,922.5000,,,,,1076.4000,1753.4000,125.7000,611.1000,A
001209,28222,1994-12-31,1995,1,INDL,C,D,STD,USD,1994Q4,1995Q1,,,997.9000,,,2.1700,,1156.9000,1841.9000,146.7000,178.0000,A
001209,28222,1995-03-31,1995,2,INDL,C,D,STD,USD,1995Q1,1995Q2,,,1102.6000,,,2.8400,,1153.6000,1978.2000,151.4000,384.4000,A
001209,28222,1995-06-30,1995,3,INDL,C,D,STD,USD,1995Q2,1995Q3,,,1326.1000,,,3.1500,,1157.1000,2208.9000,144.0000,679.0000,A
001209,28222,1995-09-30,1995,4,INDL,C,D,STD,USD,1995Q3,1995Q4,,,1194.0000,,,,,1311.0000,2107.0000,133.9000,870.0000,A
001209,28222,1995-12-31,1996,1,INDL,C,D,STD,USD,1995Q4,1996Q1,,,1314.0000,,,3.3200,,1333.0000,2256.0000,140.4000,184.0000,A
001209,28222,1996-03-31,1996,2,INDL,C,D,STD,USD,1996Q1,1996Q2,,,1495.0000,,,3.7400,,1268.0000,2403.0000,143.9000,444.0000,A
001209,28222,1996-06-30,1996,3,INDL,C,D,STD,USD,1996Q2,1996Q3,,,1850.0000,,,3.7200,,1139.0000,2744.0000,146.7000,706.0000,A
001209,28222,1996-09-30,1996,4,INDL,C,D,STD,USD,1996Q3,1996Q4,,,1739.0000,,,,,1263.0000,2685.0000,134.6000,951.0000,A
001209,28222,1996-12-31,1997,1,INDL,C,D,STD,USD,1996Q4,1997Q1,,,2101.9000,,,3.8400,,1588.7000,3149.1000,160.0000,303.0000,A
001209,28222,1997-03-31,1997,2,INDL,C,D,STD,USD,1997Q1,1997Q2,,,2211.6000,,,3.5900,,1386.3000,3270.5000,173.6000,488.9000,A
001209,28222,1997-06-30,1997,3,INDL,C,D,STD,USD,1997Q2,1997Q3,,,2213.4000,,,3.7700,,1310.1000,3306.1000,192.2000,653.2000,A
001209,28222,1997-09-30,1997,4,INDL,C,D,STD,USD,1997Q3,1997Q4,,,2291.7000,,,3.9000,,1124.6000,3471.4000,175.4000,870.2000,A
001209,28222,1997-12-31,1998,1,INDL,C,D,STD,USD,1997Q4,1998Q1,,,2234.7000,,,4.4300,,1160.3000,3318.8000,217.9000,154.9000,A
001209,28222,1998-03-31,1998,2,INDL,C,D,STD,USD,1998Q1,1998Q2,,,2254.2000,,,4.5600,,1120.1000,3439.0000,202.4000,332.7000,A
001209,28222,1998-06-30,1998,3,INDL,C,D,STD,USD,1998Q2,1998Q3,,,2305.0000,,,2.3800,,1202.6000,3518.6000,200.5000,507.2000,A
001209,28222,1998-09-30,1998,4,INDL,C,D,STD,USD,1998Q3,1998Q4,,,2274.3000,,,2.4800,,1265.6000,3556.7000,209.4000,770.9000,A
001209,28222,1998-12-31,1999,1,INDL,C,D,STD,USD,1998Q4,1999Q1,,,2123.2000,,,2.3550,,1367.1000,3462.3000,204.4000,189.5000,A
001209,28222,1999-03-31,1999,2,INDL,C,D,STD,USD,1999Q1,1999Q2,,,2231.7000,,,2.3000,,1340.8000,3552.5000,178.2000,450.9000,A
001209,28222,1999-06-30,1999,3,INDL,C,D,STD,USD,1999Q2,1999Q3,,,2249.7000,,,2.1100,,1449.3000,3594.3000,178.7000,671.8000,A
001209,28222,1999-09-30,1999,4,INDL,C,D,STD,USD,1999Q3,1999Q4,,,1961.6000,,,2.0900,,1857.8000,3288.8000,177.9000,888.9000,A
001209,28222,1999-12-31,2000,1,INDL,C,D,STD,USD,1999Q4,2000Q1,,,2010.3000,,,1.7400,,2195.5000,3261.8000,189.4000,194.4000,A
001209,28222,2000-03-31,2000,2,INDL,C,D,STD,USD,2000Q1,2000Q2,,,2506.9000,,,1.4700,,1709.6000,3817.9000,214.2000,378.6000,A
001209,28222,2000-06-30,2000,3,INDL,C,D,STD,USD,2000Q2,2000Q3,,,2800.2000,,,0.1300,,1684.1000,4117.0000,237.6000,586.2000,A
001209,28222,2000-09-30,2000,4,INDL,C,D,STD,USD,2000Q3,2000Q4,,,2615.8000,,,0.5700,,1374.8000,3958.9000,210.3000,767.7000,A
001209,28222,2000-12-31,2001,1,INDL,C,D,STD,USD,2000Q4,2001Q1,,,2655.3000,,,0.9500,,1285.4000,3989.5000,214.2000,138.0000,A
001209,28222,2001-03-31,2001,2,INDL,C,D,STD,USD,2001Q1,2001Q2,,,2515.6000,,,1.1600,,1441.8000,3835.5000,197.0000,302.3000,A
001209,28222,2001-06-30,2001,3,INDL,C,D,STD,USD,2001Q2,2001Q3,,,2542.6000,,,2.6600,,1195.9000,3885.9000,207.3000,510.1000,A
001209,28222,2001-09-30,2001,4,INDL,C,D,STD,USD,2001Q3,2001Q4,,,2027.5000,,,2.1200,,1352.4000,3507.9000,183.0000,708.3000,A
001209,28222,2001-12-31,2002,1,INDL,C,D,STD,USD,2001Q4,2002Q1,,,1989.5000,,,2.0200,,1247.4000,3500.0000,179.7000,178.0000,A
001209,28222,2002-03-31,2002,2,INDL,C,D,STD,USD,2002Q1,2002Q2,,,1968.9000,,,2.1500,,974.3000,3478.9000,181.1000,321.3000,A
001209,28222,2002-06-30,2002,3,INDL,C,D,STD,USD,2002Q2,2002Q3,,,2007.4000,,,2.1800,,1110.5000,3475.8000,192.5000,459.8000,A
001209,28222,2002-09-30,2002,4,INDL,C,D,STD,USD,2002Q3,2002Q4,,,2041.0000,,,2.3600,,1256.2000,3594.0000,208.6000,627.6000,A
001209,28222,2002-12-31,2003,1,INDL,C,D,STD,USD,2002Q4,2003Q1,,,2027.3000,,,2.4100,,1282.2000,3599.0000,190.7000,166.9000,A
001209,28222,2003-03-31,2003,2,INDL,C,D,STD,USD,2003Q1,2003Q2,,,2028.5000,,,2.3500,,1333.9000,3647.3000,164.1000,294.1000,A
001209,28222,2003-06-30,2003,3,INDL,C,D,STD,USD,2003Q2,2003Q3,,,2150.7000,,,1.8400,,1167.4000,3831.4000,183.1000,440.0000,A
001209,28222,2003-09-30,2003,4,INDL,C,D,STD,USD,2003Q3,2003Q4,,,2168.6000,,,1.7800,,1581.2000,3880.1000,182.6000,612.9000,A
001209,28222,2003-12-31,2004,1,INDL,C,D,STD,USD,2003Q4,2004Q1,,,2373.7000,,,1.7900,,1441.4000,4166.9000,193.3000,152.3000,A
001209,28222,2004-03-31,2004,2,INDL,C,D,STD,USD,2004Q1,2004Q2,,,2001.5000,0.0000,,1.9000,,1899.6000,3735.9000,204.5000,327.7000,A
001209,28222,2004-06-30,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,,,2128.1000,0.0000,,2.4900,,1664.0000,3858.0000,229.4000,494.8000,A
001209,28222,2004-09-30,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,,,2113.6000,0.0000,,2.6400,,1705.6000,3721.9000,224.5000,705.5000,A
001209,28222,2004-12-31,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,,,2241.4000,0.0000,,2.7800,,1804.9000,3923.9000,229.6000,216.1000,A
001209,28222,2005-03-31,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,,,2115.0000,0.0000,,2.9100,,1845.4000,3765.7000,244.1000,427.7000,A
001209,28222,2005-06-30,2005,3,INDL,C,D,STD,USD,2005Q2,2005Q3,,,2061.3000,0.0000,,3.0200,,1810.0000,3705.8000,239.6000,678.8000,A
001209,28222,2005-09-30,2005,4,INDL,C,D,STD,USD,2005Q3,2005Q4,,,2052.9000,0.0000,,3.0800,,1943.2000,3709.0000,254.6000,929.5000,A
001209,28222,2005-12-31,2006,1,INDL,C,D,STD,USD,2005Q4,2006Q1,,,2272.4000,0.0000,,3.1600,,1729.7000,4005.9000,235.6000,305.2000,A
001209,28222,2006-03-31,2006,2,INDL,C,D,STD,USD,2006Q1,2006Q2,,,2349.2000,0.0000,,3.3000,,1894.0000,3979.1000,252.5000,810.0000,A
001209,28222,2006-06-30,2006,3,INDL,C,D,STD,USD,2006Q2,2006Q3,,,2406.7000,0.0000,,3.4000,,2061.2000,4011.8000,283.1000,1048.2000,A
001209,28222,2006-09-30,2006,4,INDL,C,D,STD,USD,2006Q3,2006Q4,,,2280.2000,0.0000,,3.1800,,2323.4000,3755.3000,259.8000,1261.3000,A
001209,28222,2006-12-31,2007,1,INDL,C,D,STD,USD,2006Q4,2007Q1,64.5000,,2336.0000,0.0000,,3.4100,,2406.0000,3793.7000,310.6000,238.3000,A
001209,28222,2007-03-31,2007,2,INDL,C,D,STD,USD,2007Q1,2007Q2,37.3000,,2704.5000,0.0000,,3.5400,,2262.3000,4160.8000,306.2000,494.8000,A
001209,28222,2007-06-30,2007,3,INDL,C,D,STD,USD,2007Q2,2007Q3,31.7000,,2749.3000,0.0000,,3.9000,,2723.5000,4213.0000,338.7000,743.8000,A
001209,28222,2007-09-30,2007,4,INDL,C,D,STD,USD,2007Q3,2007Q4,42.3000,,2976.5000,0.0000,,4.6400,,2422.7000,4563.9000,399.9000,1055.0000,A
001209,28222,2007-12-31,2008,1,INDL,C,D,STD,USD,2007Q4,2008Q1,96.5000,,3415.6000,0.0000,,4.8000,,2224.6000,5003.2000,365.0000,271.2000,A
001209,28222,2008-03-31,2008,2,INDL,C,D,STD,USD,2008Q1,2008Q2,138.8000,,3646.4000,0.0000,,5.2100,,2453.7000,5133.0000,364.7000,529.5000,A
001209,28222,2008-06-30,2008,3,INDL,C,D,STD,USD,2008Q2,2008Q3,126.2000,,3647.2000,0.0000,,4.2600,,2128.5000,5263.2000,391.1000,802.5000,A
