GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,chq,dd1q,dlttq,drcq,dvintfq,epsfi12,esubq,lctq,lltq,oiadpq,capxy,costat
006241,48485,1991-06-30,1991,2,INDL,C,D,STD,USD,1991Q2,1991Q2,,,0.0000,,,,,,,62.1930,0.0000,I
006241,48485,1991-09-30,1991,3,INDL,C,D,STD,USD,1991Q3,1991Q3,,,0.0000,,,,,,,57.5690,0.0000,I
006241,48485,1991-12-31,1991,4,INDL,C,D,STD,USD,1991Q4,1991Q4,,,0.0000,,,,,,,68.2480,,I
006241,48485,1992-03-31,1992,1,INDL,C,D,STD,USD,1992Q1,1992Q1,,,0.0000,,,,,,,69.0240,0.0000,I
006241,48485,1992-06-30,1992,2,INDL,C,D,STD,USD,1992Q2,1992Q2,,,0.0000,,,,,,,66.9900,0.0000,I
006241,48485,1992-09-30,1992,3,INDL,C,D,STD,USD,1992Q3,1992Q3,,,0.0000,,,,,,,70.4660,0.0000,I
006241,48485,1992-12-31,1992,4,INDL,C,D,STD,USD,1992Q4,1992Q4,,,0.0000,,,,,,,79.1460,,I
006241,48485,1993-03-31,1993,1,INDL,C,D,STD,USD,1993Q1,1993Q1,,,0.0000,,,,,,,71.9110,0.0000,I
006241,48485,1993-06-30,1993,2,INDL,C,D,STD,USD,1993Q2,1993Q2,,,0.0000,,,,,,,76.7090,0.0000,I
006241,48485,1993-09-30,1993,3,INDL,C,D,STD,USD,1993Q3,1993Q3,,,0.0000,,,,,,,78.8540,0.0000,I
006241,48485,1993-12-31,1993,4,INDL,C,D,STD,USD,1993Q4,1993Q4,,,0.0000,,,,,,,94.5570,,I
006241,48485,1994-03-31,1994,1,INDL,C,D,STD,USD,1994Q1,1994Q1,,,0.0000,,,,,,,79.1820,0.0000,I
006241,48485,1994-06-30,1994,2,INDL,C,D,STD,USD,1994Q2,1994Q2,,,0.0000,,,,,,,85.8520,0.0000,I
006241,48485,1994-09-30,1994,3,INDL,C,D,STD,USD,1994Q3,1994Q3,,,0.0000,,,,,,,86.5620,0.0000,I
006241,48485,1994-12-31,1994,4,INDL,C,D,STD,USD,1994Q4,1994Q4,,,0.0000,,,,,,,96.0070,16.8470,I
006241,48485,1995-03-31,1995,1,INDL,C,D,STD,USD,1995Q1,1995Q1,,,0.0000,,,,,,,77.0240,0.0000,I
006241,48485,1995-06-30,1995,2,INDL,C,D,STD,USD,1995Q2,1995Q2,,,0.0000,,,,,,,74.2040,0.0000,I
006241,48485,1995-09-30,1995,3,INDL,C,D,STD,USD,1995Q3,1995Q3,,,0.0000,,,,,,,99.0810,0.0000,I
006241,48485,1995-12-31,1995,4,INDL,C,D,STD,USD,1995Q4,1995Q4,,,187.1480,,,,,,,129.5960,0.0000,I
006241,48485,1996-03-31,1996,1,INDL,C,D,STD,USD,1996Q1,1996Q1,,,187.0880,,,,,,,105.3890,0.0000,I
006241,48485,1996-06-30,1996,2,INDL,C,D,STD,USD,1996Q2,1996Q2,,,427.0280,,,,,,,109.5380,0.0000,I
006241,48485,1996-09-30,1996,3,INDL,C,D,STD,USD,1996Q3,1996Q3,,,419.0940,,,,,,,113.6760,0.0000,I
006241,48485,1996-12-31,1996,4,INDL,C,D,STD,USD,1996Q4,1996Q4,,,201.0000,,,,,,,111.3970,0.0000,I
006241,48485,1997-03-31,1997,1,INDL,C,D,STD,USD,1997Q1,1997Q1,,,522.0000,,,,,,,166.0000,0.0000,I
006241,48485,1997-06-30,1997,2,INDL,C,D,STD,USD,1997Q2,1997Q2,,,972.0000,,,,,,,157.0000,0.0000,I
006241,48485,1997-09-30,1997,3,INDL,C,D,STD,USD,1997Q3,1997Q3,,,935.0000,,,,,,,121.0000,0.0000,I
006241,48485,1997-12-31,1997,4,INDL,C,D,STD,USD,1997Q4,1997Q4,,,684.0000,,,,,,,121.0000,0.0000,I
006241,48485,1998-03-31,1998,1,INDL,C,D,STD,USD,1998Q1,1998Q1,,,964.0000,,,,,,,169.0000,0.0000,I
006241,48485,1998-06-30,1998,2,INDL,C,D,STD,USD,1998Q2,1998Q2,,,988.0000,,,,,,,155.0000,0.0000,I
006241,48485,1998-09-30,1998,3,INDL,C,D,STD,USD,1998Q3,1998Q3,,,784.0000,,,,,,,175.0000,0.0000,I
006241,48485,1998-12-31,1998,4,INDL,C,D,STD,USD,1998Q4,1998Q4,,,630.0000,,,3.9100,,,,150.5000,0.0000,I
006241,48485,1999-03-31,1999,1,INDL,C,D,STD,USD,1999Q1,1999Q1,,,670.0000,,,4.0500,,,,211.0000,0.0000,I
006241,48485,1999-06-30,1999,2,INDL,C,D,STD,USD,1999Q2,1999Q2,,,681.0000,,,4.2100,,,,194.0000,0.0000,I
006241,48485,1999-09-30,1999,3,INDL,C,D,STD,USD,1999Q3,1999Q3,,,597.0000,,,4.2800,,,,192.0000,0.0000,I
006241,48485,1999-12-31,1999,4,INDL,C,D,STD,USD,1999Q4,1999Q4,,,590.0000,,,4.4200,,,,185.0000,0.0000,I
006241,48485,2000-03-31,2000,1,INDL,C,D,STD,USD,2000Q1,2000Q1,,,448.0000,,,4.5700,,,,235.0000,0.0000,I
006241,48485,2000-06-30,2000,2,INDL,C,D,STD,USD,2000Q2,2000Q2,,,433.0000,,,4.7200,,,,222.0000,0.0000,I
006241,48485,2000-09-30,2000,3,INDL,C,D,STD,USD,2000Q3,2000Q3,,,447.0000,,,4.8700,,,,215.0000,0.0000,I
006241,48485,2000-12-31,2000,4,INDL,C,D,STD,USD,2000Q4,2000Q4,,,439.0000,,,4.9300,,,,209.0000,0.0000,I
006241,48485,2001-03-31,2001,1,INDL,C,D,STD,USD,2001Q1,2001Q1,,,449.0000,,,5.0300,,,,238.0000,0.0000,I
006241,48485,2001-06-30,2001,2,INDL,C,D,STD,USD,2001Q2,2001Q2,,,450.0000,,,3.3900,,,,221.0000,0.0000,I
006241,48485,2001-09-30,2001,3,INDL,C,D,STD,USD,2001Q3,2001Q3,,,450.0000,,,3.4333,,,,215.0000,0.0000,I
006241,48485,2001-12-31,2001,4,INDL,C,D,STD,USD,2001Q4,2001Q4,,,450.0000,,,3.3400,,,,170.0000,0.0000,I
006241,48485,2002-03-31,2002,1,INDL,C,D,STD,USD,2002Q1,2002Q1,,,300.0000,,,3.3000,,,,220.0000,0.0000,I
006241,48485,2002-06-30,2002,2,INDL,C,D,STD,USD,2002Q2,2002Q2,,,300.0000,,,3.2600,,,,201.0000,0.0000,I
006241,48485,2002-09-30,2002,3,INDL,C,D,STD,USD,2002Q3,2002Q3,,,300.0000,,,3.2100,,,,190.0000,0.0000,I
006241,48485,2002-12-31,2002,4,INDL,C,D,STD,USD,2002Q4,2002Q4,,,300.0000,,,3.0400,,,,110.0000,0.0000,I
006241,48485,2003-03-31,2003,1,INDL,C,D,STD,USD,2003Q1,2003Q1,,,300.0000,,,2.8600,,,,176.0000,0.0000,I
006241,48485,2003-06-30,2003,2,INDL,C,D,STD,USD,2003Q2,2003Q2,,,300.0000,,,3.0100,,,,222.0000,0.0000,I
006241,48485,2003-09-30,2003,3,INDL,C,D,STD,USD,2003Q3,2003Q3,,,300.0000,,,3.0800,,,,195.0000,0.0000,I
006241,48485,2003-12-31,2003,4,INDL,C,D,STD,USD,2003Q4,2003Q4,,,309.0000,0.0000,,3.4400,,,,179.0000,0.0000,I
006241,48485,2004-03-31,2004,1,INDL,C,D,STD,USD,2004Q1,2004Q1,,,909.0000,0.0000,,3.5500,,,,222.0000,0.0000,I
006241,48485,2004-06-30,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,,909.0000,0.0000,,3.5900,,,,223.0000,0.0000,I
006241,48485,2004-09-30,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,,909.0000,0.0000,,3.6900,,,,214.0000,0.0000,I
006241,48485,2004-12-31,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,,,609.0000,0.0000,,3.9200,,,,225.4000,0.0000,I
006241,48485,2005-03-31,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,,,609.0000,0.0000,,4.2200,,,,257.0000,0.0000,I
006241,48485,2005-06-30,2005,2,INDL,C,D,STD,USD,2005Q2,2005Q2,,,609.0000,0.0000,,4.2100,,,,220.0000,0.0000,I
006241,48485,2005-09-30,2005,3,INDL,C,D,STD,USD,2005Q3,2005Q3,,,609.0000,0.0000,,4.2100,,,,210.0000,0.0000,I
006241,48485,2005-12-31,2005,4,INDL,C,D,STD,USD,2005Q4,2005Q4,,,609.0000,0.0000,,4.2500,,,,240.0000,0.0000,I
006266,22111,1982-03-31,1982,1,INDL,C,D,STD,USD,1982Q1,1982Q1,,,97.1000,,,,,971.3000,424.9000,231.5000,,A
006266,22111,1982-06-30,1982,2,INDL,C,D,STD,USD,1982Q2,1982Q2,,,116.3000,,,,,938.8000,452.3000,216.7000,,A
006266,22111,1982-09-30,1982,3,INDL,C,D,STD,USD,1982Q3,1982Q3,,,135.4000,,,,,970.9000,491.8000,200.5000,,A
006266,22111,1982-12-31,1982,4,INDL,C,D,STD,USD,1982Q4,1982Q4,,,142.2000,,,,,900.2000,500.2000,49.3000,,A
006266,22111,1983-03-31,1983,1,INDL,C,D,STD,USD,1983Q1,1983Q1,,,137.8000,,,,,960.5990,491.7990,192.5010,,A
006266,22111,1983-06-30,1983,2,INDL,C,D,STD,USD,1983Q2,1983Q2,,,146.2000,,,,,1053.0000,438.9000,218.6010,,A
006266,22111,1983-09-30,1983,3,INDL,C,D,STD,USD,1983Q3,1983Q3,,,146.2000,,,,,937.0000,424.0000,216.7010,,A
006266,22111,1983-12-31,1983,4,INDL,C,D,STD,USD,1983Q4,1983Q4,,,195.6000,,,,,923.7990,506.3000,115.3000,,A
006266,22111,1984-03-31,1984,1,INDL,C,D,STD,USD,1984Q1,1984Q1,,,194.1000,,,,,1017.7990,517.2010,229.4020,64.9000,A
006266,22111,1984-06-30,1984,2,INDL,C,D,STD,USD,1984Q2,1984Q2,,,231.8000,,,,,976.0990,564.4010,172.6010,161.2000,A
006266,22111,1984-09-30,1984,3,INDL,C,D,STD,USD,1984Q3,1984Q3,,,230.1000,,,,,1012.2990,568.1010,176.7010,252.6000,A
006266,22111,1984-12-31,1984,4,INDL,C,D,STD,USD,1984Q4,1984Q4,,,224.8000,,,,,1042.3990,567.0000,166.8010,366.0000,A
006266,22111,1985-03-31,1985,1,INDL,C,D,STD,USD,1985Q1,1985Q1,,,220.1000,,,,,1080.5990,549.5000,263.9000,62.0000,A
006266,22111,1985-06-30,1985,2,INDL,C,D,STD,USD,1985Q2,1985Q2,,,195.5000,,,,,1133.0000,541.2000,231.9000,137.0000,A
006266,22111,1985-09-30,1985,3,INDL,C,D,STD,USD,1985Q3,1985Q3,,,196.3000,,,,,1149.7000,560.0000,205.5000,212.2000,A
006266,22111,1985-12-31,1985,4,INDL,C,D,STD,USD,1985Q4,1985Q4,,,185.3000,,,,,1172.2990,571.9010,138.7000,366.2990,A
006266,22111,1986-03-31,1986,1,INDL,C,D,STD,USD,1986Q1,1986Q1,,,229.7000,,,,,1460.9000,583.4000,272.4000,68.9000,A
006266,22111,1986-06-30,1986,2,INDL,C,D,STD,USD,1986Q2,1986Q2,,,227.3000,,,,,1913.1000,602.7000,266.1000,179.0000,A
006266,22111,1986-09-30,1986,3,INDL,C,D,STD,USD,1986Q3,1986Q3,,,241.1000,,,,,2015.2000,624.2000,270.7000,283.1000,A
006266,22111,1986-12-31,1986,4,INDL,C,D,STD,USD,1986Q4,1986Q4,,,241.9000,,,,,2292.7000,759.8000,174.4000,445.7000,A
006266,22111,1987-03-31,1987,1,INDL,C,D,STD,USD,1987Q1,1987Q1,,,251.3000,,,,,2419.5000,800.7000,336.0000,83.3000,A
006266,22111,1987-06-30,1987,2,INDL,C,D,STD,USD,1987Q2,1987Q2,,,256.8000,,,,,2539.6000,804.6000,338.0000,193.1000,A
006266,22111,1987-09-30,1987,3,INDL,C,D,STD,USD,1987Q3,1987Q3,,,746.9000,,,,,2141.4000,1293.5000,312.0000,301.4000,A
006266,22111,1987-12-31,1987,4,INDL,C,D,STD,USD,1987Q4,1987Q4,,,733.0000,,,,,1763.0000,1298.0000,223.0000,515.0000,A
006266,22111,1988-03-31,1988,1,INDL,C,D,STD,USD,1988Q1,1988Q1,,,741.0000,,,,,2003.0000,1295.0000,421.0000,112.0000,A
006266,22111,1988-06-30,1988,2,INDL,C,D,STD,USD,1988Q2,1988Q2,,,717.0000,,,,,2236.0000,1252.0000,409.0000,274.0000,A
006266,22111,1988-09-30,1988,3,INDL,C,D,STD,USD,1988Q3,1988Q3,,,704.0000,,,,,2157.0000,1238.0000,350.0000,429.0000,A
006266,22111,1988-12-31,1988,4,INDL,C,D,STD,USD,1988Q4,1988Q4,,,1166.0000,,,,,1868.0000,1748.0000,224.0000,664.0000,A
006266,22111,1989-03-31,1989,1,INDL,C,D,STD,USD,1989Q1,1989Q1,,,1168.0000,,,,,1935.0000,1808.0000,472.0000,130.0000,A
006266,22111,1989-06-30,1989,2,INDL,C,D,STD,USD,1989Q2,1989Q2,,,1069.0000,,,,,2124.0000,1728.0000,441.0000,290.0000,A
006266,22111,1989-09-30,1989,3,INDL,C,D,STD,USD,1989Q3,1989Q3,,,1202.0000,,,,,1837.0000,1841.0000,410.0000,450.0000,A
006266,22111,1989-12-31,1989,4,INDL,C,D,STD,USD,1989Q4,1989Q4,,,1170.0000,,,,,1927.0000,1844.0000,338.0000,750.0000,A
006266,22111,1990-03-31,1990,1,INDL,C,D,STD,USD,1990Q1,1990Q1,,,1166.0000,,,,,2574.0000,1780.0000,640.0000,146.0000,A
006266,22111,1990-06-30,1990,2,INDL,C,D,STD,USD,1990Q2,1990Q2,,,1185.0000,,,,,2815.0000,1808.0000,553.0000,309.0000,A
006266,22111,1990-09-30,1990,3,INDL,C,D,STD,USD,1990Q3,1990Q3,,,1279.0000,,,,,2918.0000,1890.0000,473.0000,516.0000,A
006266,22111,1990-12-31,1990,4,INDL,C,D,STD,USD,1990Q4,1990Q4,,,1316.0000,,,,,2623.0000,1983.0000,326.0000,830.0000,A
006266,22111,1991-03-31,1991,1,INDL,C,D,STD,USD,1991Q1,1991Q1,,,1395.0000,,,,,2298.0000,2069.0000,622.0000,169.0000,A
006266,22111,1991-06-30,1991,2,INDL,C,D,STD,USD,1991Q2,1991Q2,,,1083.0000,,,,,2525.0000,1840.0000,606.0000,381.0000,A
006266,22111,1991-09-30,1991,3,INDL,C,D,STD,USD,1991Q3,1991Q3,,,1328.0000,,,,,2391.0000,2106.0000,526.0000,619.0000,A
006266,22111,1991-12-31,1991,4,INDL,C,D,STD,USD,1991Q4,1991Q4,,,1301.0000,,,,,2689.0000,2198.0000,410.0000,987.0000,A
006266,22111,1992-03-31,1992,1,INDL,C,D,STD,USD,1992Q1,1992Q1,,,1062.0000,,,,,2761.0000,1963.0000,613.0000,194.0000,A
006266,22111,1992-06-30,1992,2,INDL,C,D,STD,USD,1992Q2,1992Q2,,,1255.0000,,,,,3353.0000,2172.0000,637.0000,417.0000,A
006266,22111,1992-09-30,1992,3,INDL,C,D,STD,USD,1992Q3,1992Q3,,,1522.0000,,,,,3286.0000,2554.0000,574.0000,687.0000,A
006266,22111,1992-12-31,1992,4,INDL,C,D,STD,USD,1992Q4,1992Q4,,,1365.0000,,,,,3427.0000,3286.0000,453.0000,1103.0000,A
006266,22111,1993-03-31,1993,1,INDL,C,D,STD,USD,1993Q1,1993Q1,,,1357.0000,,,,,3145.0000,3274.0000,680.0000,187.0000,A
006266,22111,1993-06-30,1993,2,INDL,C,D,STD,USD,1993Q2,1993Q2,,,1424.0000,,,,,3037.0000,3471.0000,675.0000,375.0000,A
006266,22111,1993-09-30,1993,3,INDL,C,D,STD,USD,1993Q3,1993Q3,,,1276.0000,,,,,3337.0000,3369.0000,596.0000,631.0000,A
006266,22111,1993-12-31,1993,4,INDL,C,D,STD,USD,1993Q4,1993Q4,,,1493.0000,,,,,3212.0000,3462.0000,443.0000,975.0000,A
006266,22111,1994-03-31,1994,1,INDL,C,D,STD,USD,1994Q1,1994Q1,,,1505.0000,,,,,3146.0000,3588.0000,740.0000,141.0000,A
006266,22111,1994-06-30,1994,2,INDL,C,D,STD,USD,1994Q2,1994Q2,,,1510.0000,,,,,3197.0000,3624.0000,758.0000,327.0000,A
006266,22111,1994-09-30,1994,3,INDL,C,D,STD,USD,1994Q3,1994Q3,,,1258.0000,,,,,4407.0000,3433.0000,757.0000,532.0000,A
006266,22111,1994-12-31,1994,4,INDL,C,D,STD,USD,1994Q4,1994Q4,,,2199.0000,,,,,4266.0000,4280.0000,552.0000,937.0000,A
006266,22111,1995-03-31,1995,1,INDL,C,D,STD,USD,1995Q1,1995Q1,,,2210.0000,,,,,4170.0000,4588.0000,976.0000,218.0000,A
006266,22111,1995-06-30,1995,2,INDL,C,D,STD,USD,1995Q2,1995Q2,,,2138.0000,,,,,4290.0000,4535.0000,963.0000,472.0000,A
006266,22111,1995-09-30,1995,3,INDL,C,D,STD,USD,1995Q3,1995Q3,,,2108.0000,,,,,4311.0000,4466.0000,943.0000,780.0000,A
006266,22111,1995-12-31,1995,4,INDL,C,D,STD,USD,1995Q4,1995Q4,,,2107.0000,,,,,4388.0000,4440.0000,629.0000,1256.0000,A
006266,22111,1996-03-31,1996,1,INDL,C,D,STD,USD,1996Q1,1996Q1,,,2111.0000,,,,,4422.0000,4690.0000,1191.0000,219.0000,A
006266,22111,1996-06-30,1996,2,INDL,C,D,STD,USD,1996Q2,1996Q2,,,2101.0000,,,,,4399.0000,4666.0000,1175.0000,495.0000,A
006266,22111,1996-09-30,1996,3,INDL,C,D,STD,USD,1996Q3,1996Q3,,,1717.0000,,,,,4933.0000,4299.0000,1154.0000,801.0000,A
006266,22111,1996-12-31,1996,4,INDL,C,D,STD,USD,1996Q4,1996Q4,,,1410.0000,,,,,5184.0000,3990.0000,783.0000,1373.0000,A
006266,22111,1997-03-31,1997,1,INDL,C,D,STD,USD,1997Q1,1997Q1,,,1296.0000,,,,,5454.0000,3992.0000,1327.0000,200.0000,A
006266,22111,1997-06-30,1997,2,INDL,C,D,STD,USD,1997Q2,1997Q2,,,1265.0000,,,,,5312.0000,3971.0000,1287.0000,460.0000,A
006266,22111,1997-09-30,1997,3,INDL,C,D,STD,USD,1997Q3,1997Q3,,,1257.0000,,,,,5480.0000,4015.0000,1171.0000,761.0000,A
006266,22111,1997-12-31,1997,4,INDL,C,D,STD,USD,1997Q4,1997Q4,,,1126.0000,,,,,5283.0000,3811.0000,837.0000,1391.0000,A
006266,22111,1998-03-31,1998,1,INDL,C,D,STD,USD,1998Q1,1998Q1,,,1124.0000,,,2.4800,,5215.0000,3895.0000,1412.0000,215.0000,A
006266,22111,1998-06-30,1998,2,INDL,C,D,STD,USD,1998Q2,1998Q2,,,1112.0000,,,2.5500,,5139.0000,3857.0000,1334.0000,527.0000,A
006266,22111,1998-09-30,1998,3,INDL,C,D,STD,USD,1998Q3,1998Q3,,,1117.0000,,,2.6200,,5400.0000,3995.0000,1304.0000,848.0000,A
006266,22111,1998-12-31,1998,4,INDL,C,D,STD,USD,1998Q4,1998Q4,,,1269.0000,,,2.2300,,8162.0000,4459.0000,995.0000,1460.0000,A
006266,22111,1999-03-31,1999,1,INDL,C,D,STD,USD,1999Q1,1999Q1,,,1346.0000,,,2.3000,,7866.0000,4658.0000,1675.0000,298.0000,A
006266,22111,1999-06-30,1999,2,INDL,C,D,STD,USD,1999Q2,1999Q2,,,1210.0000,,,2.3800,,7886.0000,4496.0000,1664.0000,612.0000,A
006266,22111,1999-09-30,1999,3,INDL,C,D,STD,USD,1999Q3,1999Q3,,,1992.0000,,,2.4700,,6980.0000,5744.0000,1564.0000,1007.0000,A
006266,22111,1999-12-31,1999,4,INDL,C,D,STD,USD,1999Q4,1999Q4,,,2450.0000,,,2.9400,,7454.0000,5496.0000,1023.0000,1728.0000,A
006266,22111,2000-03-31,2000,1,INDL,C,D,STD,USD,2000Q1,2000Q1,,,2443.0000,,,2.9900,,7128.0000,5685.0000,,310.0000,A
006266,22111,2000-06-30,2000,2,INDL,C,D,STD,USD,2000Q2,2000Q2,,,2434.0000,,,3.0500,,6605.0000,5721.0000,3709.0000,672.0000,A
006266,22111,2000-09-30,2000,3,INDL,C,D,STD,USD,2000Q3,2000Q3,,,2417.0000,,,3.1500,,6665.0000,5633.0000,1741.0000,1043.0000,A
006266,22111,2000-12-31,2000,4,INDL,C,D,STD,USD,2000Q4,2000Q4,,,2037.0000,,,3.2100,,7140.0000,5373.0000,1165.0000,1646.0000,A
006266,22111,2001-03-31,2001,1,INDL,C,D,STD,USD,2001Q1,2001Q1,,,1571.0000,,,3.3400,,6820.0000,4963.0000,2119.0000,257.0000,A
006266,22111,2001-06-30,2001,2,INDL,C,D,STD,USD,2001Q2,2001Q2,,,2491.0000,,,1.7100,,7346.0000,6044.0000,2176.0000,571.0000,A
006266,22111,2001-09-30,2001,3,INDL,C,D,STD,USD,2001Q3,2001Q3,,,2187.0000,,,1.7800,,7504.0000,5815.0000,2060.0000,978.0000,A
006266,22111,2001-12-31,2001,4,INDL,C,D,STD,USD,2001Q4,2001Q4,,,2217.0000,,,1.8400,,8044.0000,6211.0000,1530.0000,1731.0000,A
006266,22111,2002-03-31,2002,1,INDL,C,D,STD,USD,2002Q1,2002Q1,,,2225.0000,,,1.9200,,8301.0000,6272.0000,2612.0000,350.0000,A
006266,22111,2002-06-30,2002,2,INDL,C,D,STD,USD,2002Q2,2002Q2,,,2129.0000,,,1.9800,,10567.0000,5893.0000,2542.0000,802.0000,A
006266,22111,2002-09-30,2002,3,INDL,C,D,STD,USD,2002Q3,2002Q3,,,2102.0000,,,2.0600,,10701.0000,5877.0000,2510.0000,1299.0000,A
006266,22111,2002-12-31,2002,4,INDL,C,D,STD,USD,2002Q4,2002Q4,,,2022.0000,,,2.1600,,11449.0000,6410.0000,2014.0000,2099.0000,A
006266,22111,2003-03-31,2003,1,INDL,C,D,STD,USD,2003Q1,2003Q1,,,2004.0000,,,2.2600,,11457.0000,6501.0000,2910.0000,408.0000,A
006266,22111,2003-06-30,2003,2,INDL,C,D,STD,USD,2003Q2,2003Q2,,,3164.0000,,,2.1200,,12836.0000,8380.0000,2889.0000,914.0000,A
006266,22111,2003-09-30,2003,3,INDL,C,D,STD,USD,2003Q3,2003Q3,,,3149.0000,,,2.2400,,12782.0000,8139.0000,2869.0000,1472.0000,A
006266,22111,2003-12-31,2003,4,INDL,C,D,STD,USD,2003Q4,2003Q4,,,2955.0000,0.0000,,2.4000,,13448.0000,7946.0000,2203.0000,2262.0000,A
006266,22111,2004-03-31,2004,1,INDL,C,D,STD,USD,2004Q1,2004Q1,,,2961.0000,0.0000,,2.5400,,12449.0000,7925.0000,3457.0000,292.0000,A
006266,22111,2004-06-30,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,,2962.0000,0.0000,,2.9600,,12062.0000,8057.0000,3428.0000,714.0000,A
006266,22111,2004-09-30,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,,2961.0000,0.0000,,3.0500,,12329.0000,8247.0000,3314.0000,1142.0000,A
006266,22111,2004-12-31,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,,,2565.0000,0.0000,,2.8400,,13927.0000,7577.0000,2664.0000,2175.0000,A
006266,22111,2005-03-31,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,,,2459.0000,0.0000,,2.9500,,12981.0000,7811.0000,3825.0000,397.0000,A
006266,22111,2005-06-30,2005,2,INDL,C,D,STD,USD,2005Q2,2005Q2,,,2329.0000,0.0000,,2.9900,,11640.0000,7744.0000,3437.0000,874.0000,A
006266,22111,2005-09-30,2005,3,INDL,C,D,STD,USD,2005Q3,2005Q3,,,2139.0000,0.0000,,3.0600,,12047.0000,7680.0000,3176.0000,1490.0000,A
006266,22111,2005-12-31,2005,4,INDL,C,D,STD,USD,2005Q4,2005Q4,,,2017.0000,0.0000,,3.3500,,12635.0000,7519.0000,2313.0000,2632.0000,A
006266,22111,2006-03-31,2006,1,INDL,C,D,STD,USD,2006Q1,2006Q1,,,1980.0000,0.0000,,3.5100,,13192.0000,7818.0000,3753.0000,446.0000,A
006266,22111,2006-06-30,2006,2,INDL,C,D,STD,USD,2006Q2,2006Q2,,,1981.0000,0.0000,,3.6000,,12189.0000,8059.0000,3396.0000,1034.0000,A
006266,22111,2006-09-30,2006,3,INDL,C,D,STD,USD,2006Q3,2006Q3,,,2007.0000,0.0000,,3.6900,,12063.0000,8602.0000,3497.0000,1607.0000,A
006266,22111,2006-12-31,2006,4,INDL,C,D,STD,USD,2006Q4,2006Q4,,,2014.0000,0.0000,,3.7300,,19161.0000,12077.0000,2933.0000,2666.0000,A
006266,22111,2007-03-31,2007,1,INDL,C,D,STD,USD,2007Q1,2007Q1,5175.0000,,2012.0000,0.0000,,3.5100,,19663.0000,12475.0000,4198.0000,446.0000,A
006266,22111,2007-06-30,2007,2,INDL,C,D,STD,USD,2007Q2,2007Q2,5571.0000,,2013.0000,0.0000,,3.6100,,18983.0000,12578.0000,3878.0000,1045.0000,A
006266,22111,2007-09-30,2007,3,INDL,C,D,STD,USD,2007Q3,2007Q3,6640.0000,,4633.0000,0.0000,,3.5500,,19328.0000,15764.0000,3903.0000,1704.0000,A
006266,22111,2007-12-31,2007,4,INDL,C,D,STD,USD,2007Q4,2007Q4,7770.0000,,7074.0000,0.0000,,3.6300,,19837.0000,17798.0000,3174.0000,2942.0000,A
006266,22111,2008-03-31,2008,1,INDL,C,D,STD,USD,2008Q1,2008Q1,10539.0000,,7166.0000,0.0000,,4.0100,,22071.0000,18299.0000,4745.0000,479.0000,A
006266,22111,2008-06-30,2008,2,INDL,C,D,STD,USD,2008Q2,2008Q2,12646.0000,,8770.0000,0.0000,,4.1300,,21780.0000,19898.0000,4296.0000,1166.0000,A
006266,22111,2008-09-30,2008,3,INDL,C,D,STD,USD,2008Q3,2008Q3,14018.0000,,8395.0000,0.0000,,4.4200,,22730.0000,19260.0000,4091.0000,1938.0000,A
006266,22111,2008-12-31,2008,4,INDL,C,D,STD,USD,2008Q4,2008Q4,10768.0000,,8120.0000,0.0000,,4.5700,,20852.0000,21549.0000,3037.0000,3066.0000,A
006266,22111,2009-03-31,2009,1,INDL,C,D,STD,USD,2009Q1,2009Q1,12589.0000,,8052.0000,0.0000,,4.5700,,21325.0000,20984.0000,4649.0000,435.0000,A
006266,22111,2009-06-30,2009,2,INDL,C,D,STD,USD,2009Q2,2009Q2,11686.0000,,8179.0000,0.0000,,4.5500,,19886.0000,21305.0000,4354.0000,1002.0000,A
006266,22111,2009-09-30,2009,3,INDL,C,D,STD,USD,2009Q3,2009Q3,11856.0000,,8259.0000,0.0000,,4.5800,,19245.0000,21929.0000,4263.0000,1521.0000,A
006266,22111,2009-12-31,2009,4,INDL,C,D,STD,USD,2009Q4,2009Q4,15810.0000,,8223.0000,0.0000,,4.4000,,21731.0000,22363.0000,3510.0000,2365.0000,A
006266,22111,2010-03-31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,13743.0000,,8059.0000,0.0000,,4.7600,,18499.0000,22028.0000,4767.0000,397.0000,A
006266,22111,2010-06-30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,12713.0000,,7937.0000,0.0000,,4.8400,,17164.0000,22285.0000,4296.0000,897.0000,A
006266,22111,2010-09-30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,14338.0000,,9182.0000,0.0000,,4.8700,,17414.0000,23542.0000,4022.0000,1425.0000,A
