PERMNO,YYYYMM,MthPrc,MthRet
10324,200001,52.0,0.155556
10324,200002,57.4375,0.104567
10324,200003,50.125,-0.127312
10324,200004,48.8125,-0.026185
10324,200005,56.8125,0.163892
10324,200006,59.4375,0.046205
10324,200007,69.4375,0.168244
10324,200008,75.0625,0.081008
10324,200009,68.1875,-0.09159
10324,200010,71.0,0.041247
10324,200011,87.8125,0.236796
10324,200012,89.9375,0.024199
10324,200101,86.5625,-0.037526
10324,200102,87.9375,0.015884
10324,200103,90.33,0.027207
10324,200104,108.97,0.206354
10324,200105,106.94,-0.018629
10324,200106,61.0,0.140827
10324,200107,56.0,-0.081967
10324,200108,56.64,0.011429
10324,200109,45.42,-0.198093
10324,200110,53.95,0.187803
10324,200111,54.62,0.012419
10324,200112,59.86,0.095936
10324,200201,45.61,-0.238055
10324,200202,44.38,-0.026968
10324,200203,43.67,-0.015998
10324,200204,40.94,-0.062514
10324,200205,32.03,-0.217636
10324,200206,19.24,-0.399313
10324,200207,22.78,0.183992
10324,200208,20.68,-0.092186
10324,200209,20.61,-0.003385
10324,200210,27.85,0.351286
10324,200211,32.8,0.177738
10324,200212,29.57,-0.098476
10324,200301,32.29,0.091985
10324,200302,31.18,-0.034376
10324,200303,36.45,0.169019
10324,200304,40.27,0.104801
10324,200305,47.39,0.176807
10324,200306,41.86,-0.116691
10324,200307,50.48,0.205925
10324,200308,47.13,-0.066363
10324,200309,46.31,-0.017399
10324,200310,45.9,-0.008853
10324,200311,46.65,0.01634
10324,200312,49.29,0.056592
10324,200401,54.78,0.111382
10324,200402,50.45,-0.079043
10324,200403,46.78,-0.072745
10324,200404,43.5,-0.070115
10324,200405,43.85,0.008046
10324,200406,47.33,0.079361
10324,200407,51.35,0.084936
10324,200408,54.0,0.051607
10324,200409,54.41,0.007593
10324,200410,52.47,-0.035655
10324,200411,56.01,0.067467
10324,200412,58.07,0.036779
10324,200501,58.21,0.002411
10324,200502,56.09,-0.03642
10324,200503,57.24,0.020503
10324,200504,58.52,0.022362
10324,200505,62.39,0.066131
10324,200506,60.09,-0.036865
10324,200507,74.41,0.238309
10324,200508,71.17,-0.043543
10324,200509,71.64,0.006604
10324,200510,72.3,0.009213
10324,200511,74.32,0.027939
10324,200512,70.78,-0.047632
10324,200601,70.94,0.002261
10324,200602,69.34,-0.022554
10324,200603,67.22,-0.030574
10324,200604,61.16,-0.090152
10324,200605,59.5,-0.027142
10324,200606,61.05,0.02605
10324,200607,68.38,0.120066
10324,200608,66.23,-0.031442
10324,200609,67.47,0.018723
10324,200610,67.51,0.000593
10324,200611,64.46,-0.045178
10324,200612,61.58,-0.044679
10324,200701,65.73,0.067392
10324,200702,61.8,-0.05979
10324,200703,60.02,-0.028803
10324,200704,65.31,0.088137
10324,200705,64.4801,-0.012707
10324,200706,64.4,-0.001242
10324,200707,63.07,-0.020652
10324,200708,62.41,-0.010465
10324,200709,61.96,-0.00721
10324,200710,75.97,0.226114
10324,200711,74.93,-0.01369
10324,200712,74.44,-0.006539
10324,200801,78.13,0.04957
10324,200802,70.92,-0.092282
10324,200803,74.54,0.051043
10324,200804,70.35,-0.056211
10324,200805,68.46,-0.026866
10324,200806,71.88,0.049956
10324,200807,76.65,0.066361
10324,200808,78.3,0.021526
10324,200809,80.89,0.033078
10324,200810,72.88,-0.099023
10324,200811,64.02,-0.12157
10324,200812,66.37,0.036707
10324,200901,68.92,0.038421
10324,200902,60.93,-0.115932
10324,200903,59.39,-0.025275
10324,200904,53.33,-0.102037
10324,200905,59.14,0.108944
10324,200906,55.67,-0.058674
10324,200907,51.89,-0.0679
10324,200908,55.71,0.073617
10324,200909,56.73,0.018309
10324,200910,50.6,-0.108056
10324,200911,50.7,0.001976
10324,200912,49.01,-0.033333
10324,201001,54.26,0.107121
10324,201002,57.2,0.054184
10324,201003,51.83,-0.093881
10324,201004,53.22,0.026818
10324,201005,48.65,-0.08587
10324,201006,50.77,0.043577
10324,201007,69.56,0.3701
10324,201008,70.11,0.007907
10324,201009,70.79,0.009699
10324,201010,72.25,0.020624
10324,201011,71.22,-0.014256
10324,201012,71.2,-0.000281
10324,201101,73.35,0.030197
10324,201102,75.45,0.02863
10324,201103,76.155,0.009344
10324,201104,76.25,0.003217
10604,200001,77.0,-0.109827
10604,200002,71.0,-0.067892
10604,200003,85.0,0.197183
10604,200004,77.5625,-0.071471
10777,200001,60.875,-0.12724
10777,200002,64.5,0.059548
10777,200003,56.4688,-0.121096
10777,200004,63.125,0.117875
10777,200005,60.0,-0.049505
10777,200006,59.5,-0.00439
10777,200007,61.0,0.02521
10777,200008,65.8125,0.078893
10777,200009,71.5625,0.091442
10777,200010,74.0,0.034061
10777,200011,73.0625,-0.012669
10777,200012,80.75,0.108761
10777,200101,87.0,0.077399
10777,200102,94.125,0.081897
10777,200103,102.5,0.091941
10777,200104,94.3,-0.08
10777,200105,93.5,-0.008484
10777,200106,108.5,0.163451
10777,200107,100.51,-0.073641
10777,200108,102.21,0.016914
10777,200109,83.19,-0.183851
10777,200110,94.0,0.129944
10777,200111,92.62,-0.014681
10777,200112,97.75,0.058174
10777,200201,100.8,0.031202
10777,200202,100.0,-0.007937
10777,200203,102.96,0.032154
10777,200204,109.2,0.060606
10777,200205,111.25,0.018773
10777,200206,110.59,-0.003647
10777,200207,103.535,-0.063794
10777,200208,108.24,0.045444
10777,200209,103.082,-0.045389
10777,200210,99.76,-0.032227
10777,200211,100.11,0.003508
10777,200212,96.6,-0.03247
10777,200301,91.0,-0.057971
10777,200302,93.31,0.025385
10777,200303,94.09,0.011345
10777,200304,97.26,0.033691
10777,200305,101.6,0.044623
10777,200306,100.83,-0.004876
10777,200307,115.97,0.150154
10777,200308,107.21,-0.075537
10777,200309,105.7,-0.011683
10777,200310,114.0,0.078524
10777,200311,109.52,-0.039298
10777,200312,120.5,0.102788
10777,200401,118.02,-0.020581
10777,200402,124.97,0.058888
10777,200403,123.0,-0.01347
10777,200404,122.5,-0.004065
10777,200405,116.0,-0.053061
10777,200406,122.0,0.054162
10777,200407,119.0,-0.02459
10777,200408,117.01,-0.016723
10777,200409,118.0,0.010787
10777,200410,117.95,-0.000424
10777,200411,135.0,0.144553
10777,200412,148.25,0.100196
10777,200501,142.0,-0.042159
10777,200502,147.79,0.040775
10777,200503,146.38,-0.00771
10777,200504,128.52,-0.122011
10777,200505,130.53,0.01564
10777,200506,144.55,0.109689
10777,200507,168.0,0.162228
10777,200508,165.0,-0.017857
10777,200509,170.65,0.035957
10777,200510,167.0,-0.021389
10777,200511,187.47,0.122575
10777,200512,174.42,-0.068243
10777,200601,192.06,0.101135
10777,200602,187.16,-0.025513
10777,200603,193.0,0.032756
10777,200604,191.27,-0.008964
10777,200605,188.81,-0.012861
10777,200606,200.5,0.063389
10777,200607,207.16,0.033217
10777,200608,195.8,-0.054837
10777,200609,191.1,-0.022661
10777,200610,187.8,-0.017268
10777,200611,199.55,0.062567
10777,200612,202.64,0.016883
10777,200701,204.99,0.011597
10777,200702,209.52,0.022099
10777,200703,201.0,-0.0394
10777,200704,202.9,0.009453
10777,200705,193.74,-0.045145
10777,200706,194.4,0.004829
10777,200707,179.68,-0.07572
10777,200708,177.25,-0.013524
10777,200709,174.4,-0.014559
10777,200710,162.83,-0.066342
10777,200711,156.69,-0.037708
10777,200712,145.85,-0.067519
10777,200801,136.34,-0.065204
10777,200802,142.19,0.042907
10777,200803,139.35,-0.017871
10777,200804,140.77,0.01019
10777,200805,159.44,0.132628
10777,200806,139.49,-0.123538
10777,200807,141.5,0.01441
10777,200808,148.42,0.048905
10777,200809,179.0,0.208192
10777,200810,152.92,-0.145698
10777,200811,140.55,-0.080892
10777,200812,152.8,0.089314
10777,200901,139.86,-0.084686
10777,200902,107.01,-0.234878
10777,200903,131.8,0.235359
10777,200904,119.67,-0.092033
10777,200905,132.49,0.107128
10777,200906,133.65,0.010885
10777,200907,142.03,0.062701
10777,200908,138.42,-0.025417
10777,200909,159.1,0.151822
10777,200910,149.0,-0.063482
10777,200911,157.45,0.056711
10777,200912,164.01,0.043665
10777,201001,167.71,0.02256
10777,201002,182.99,0.09111
10777,201003,198.76,0.087809
10777,201004,206.0,0.036426
10777,201005,200.0,-0.029126
10777,201006,192.33,-0.036934
10777,201007,189.01,-0.017262
10777,201008,167.97,-0.111317
10777,201009,185.27,0.104808
10777,201010,186.44,0.006315
10777,201011,173.89,-0.067314
10777,201012,189.05,0.088923
10777,201101,201.17,0.06411
10777,201102,202.0,0.004126
10777,201103,200.58,-0.005539
10777,201104,200.01,-0.002842
10777,201105,195.59,-0.022099
10777,201106,187.22,-0.041207
10777,201107,180.12,-0.037923
10777,201108,159.0,-0.117255
10777,201109,143.54,-0.095506
10777,201110,163.05,0.13592
10777,201111,171.66,0.052806
10777,201112,174.99,0.021185
10777,201201,176.81,0.010401
10777,201202,176.15,-0.003733
10777,201203,182.69,0.038868
10777,201204,173.3,-0.051399
10777,201205,168.5,-0.027698
10777,201206,166.65,-0.00917
10777,201207,164.29,-0.014161
10777,201208,165.14,0.005174
10777,201209,162.9,-0.01181
10777,201210,168.75,0.035912
10777,201211,165.0,-0.022222
10777,201212,163.5,-0.007199
10777,201301,174.36,0.066422
10777,201302,179.55,0.029766
10777,201303,182.7,0.01924
10777,201304,186.42,0.020361
10777,201305,197.27,0.058202
10777,201306,192.05,-0.025011
10777,201307,209.5,0.090862
10777,201308,202.24,-0.034654
10777,201309,205.6,0.018115
10777,201310,211.73,0.029815
10777,201311,224.65,0.061021
10777,201312,222.63,-0.007629
10777,201401,221.24,-0.006244
10777,201402,224.39,0.014238
10777,201403,240.75,0.074306
10777,201404,224.89,-0.065877
10777,201405,219.78,-0.022722
10777,201406,245.0,0.116037
10777,201407,222.35,-0.092449
10777,201408,229.79,0.033461
10777,201409,216.63,-0.056017
10777,201410,251.21,0.159627
10777,201411,253.6,0.009514
10777,201412,252.79,-0.00206
10777,201501,244.05,-0.034574
10777,201502,252.25,0.0336
10777,201503,259.69,0.030725
10777,201504,240.34,-0.074512
10777,201505,241.1,0.003162
10777,201506,263.04,0.092313
10777,201507,256.34,-0.025471
10777,201508,237.18,-0.074744
10777,201509,226.0,-0.04592
10777,201510,256.14,0.133363
10777,201511,264.92,0.034278
10777,201512,258.17,-0.024288
10777,201601,246.06,-0.046907
10777,201602,234.13,-0.048484
10777,201603,251.07,0.07364
10777,201604,255.0,0.015653
10777,201605,259.06,0.015922
10777,201606,258.91,0.000649
10777,201607,259.78,0.00336
10777,201608,284.91,0.096736
10777,201609,293.89,0.032617
10777,201610,291.0,-0.009834
10777,201611,356.37,0.224639
10777,201612,355.0,-0.003026
10777,201701,366.74,0.03307
10777,201702,356.29,-0.028494
10777,201703,335.37,-0.057906
10777,201704,348.06,0.037839
10777,201705,331.4,-0.047865
10777,201706,372.7,0.125551
10777,201707,368.02,-0.012557
10777,201708,340.51,-0.074751
10777,201709,373.89,0.099003
10777,201710,405.0,0.083206
10777,201711,426.49,0.053062
10777,201712,403.0,-0.05427
10777,201801,425.41,0.055608
10777,201802,407.1,-0.043041
10777,201803,413.24,0.015869
10777,201804,432.29,0.046099
10777,201805,439.29,0.016193
10777,201806,403.3,-0.081179
10777,201807,406.82,0.008728
10777,201808,475.01,0.167617
10777,201809,452.28,-0.047139
10777,201810,426.63,-0.056713
10777,201811,429.47,0.006657
10777,201812,377.05,-0.121133
10777,201901,407.53,0.080838
10777,201902,436.58,0.071283
10777,201903,407.2,-0.066416
10777,201904,448.25,0.10081
10777,201905,420.1,-0.0628
10777,201906,450.27,0.072802
10777,201907,467.02,0.0372
10777,201908,444.6,-0.048007
10777,201909,471.55,0.061499
10777,201910,491.92,0.043198
10777,201911,519.8,0.056676
10777,201912,532.21,0.024647
10777,202001,526.82,-0.010128
10777,202002,453.31,-0.139535
10777,202003,332.87,-0.264851
10777,202004,382.0,0.147595
10777,202005,385.0,0.007853
10777,202006,405.02,0.053061
10777,202007,425.87,0.051479
10777,202008,393.15,-0.076831
10777,202009,318.78,-0.188264
10777,202010,462.7,0.451471
10777,202011,528.59,0.142403
10777,202012,574.27,0.087263
10777,202101,595.99,0.037822
10777,202102,737.89,0.238091
10777,202103,835.77,0.133267
10777,202104,867.46,0.037917
10777,202105,860.6,-0.007356
10777,202106,832.74,-0.032373
10777,202107,782.59,-0.059668
10777,202108,897.7,0.147089
10777,202109,843.17,-0.060744
10777,202110,813.9,-0.034714
10777,202111,803.98,-0.011633
10777,202112,829.84,0.032165
10777,202201,779.08,-0.061168
10777,202202,788.45,0.012635
10777,202203,665.6,-0.155812
10777,202204,639.38,-0.039393
10777,202205,700.4,0.096178
10777,202206,653.78,-0.066562
10777,202207,756.68,0.157392
10777,202208,811.96,0.073675
10777,202209,797.43,-0.017895
10777,202210,822.12,0.030962
10777,202211,816.46,-0.005953
10777,202212,758.36,-0.071161
10933,200001,164.0,0.058065
10933,200002,130.75,-0.202744
10933,200003,145.5,0.112811
10933,200004,145.0,-0.003436
10933,200005,143.9375,-0.007328
10933,200006,141.625,-0.016066
10933,200007,154.625,0.091792
10933,200008,145.875,-0.056589
10933,200009,151.75,0.040274
10933,200010,144.875,-0.045305
10933,200011,148.875,0.02761
10933,200012,181.0,0.215785
10933,200101,164.75,-0.089779
10933,200102,179.75,0.091047
10933,200103,187.0,0.040334
10933,200104,196.25,0.049465
10933,200105,195.75,-0.002548
10933,200106,196.5,0.003831
10933,200107,202.41,0.030076
10933,200108,184.92,-0.086409
10933,200109,195.0,0.05451
10933,200110,195.95,0.004872
10933,200111,183.27,-0.06471
10933,200112,179.65,-0.019752
10933,200201,192.9,0.073755
10933,200202,199.0,0.031623
10933,200203,203.51,0.022663
10933,200204,218.0,0.0712
10933,200205,209.16,-0.04055
10933,200206,197.0,-0.058137
10933,200207,202.5,0.027919
10933,200208,208.65,0.03037
10933,200209,199.18,-0.045387
10933,200210,202.49,0.016618
10933,200211,199.0,-0.017235
10933,200212,205.5,0.032663
10933,200301,203.4,-0.010219
10933,200302,213.66,0.050442
10933,200303,223.7,0.046991
10933,200304,242.35,0.083371
10933,200305,252.25,0.04085
10933,200306,256.0,0.014866
10933,200307,270.49,0.056602
10933,200308,268.75,-0.006433
10933,200309,267.0,-0.006512
10933,200310,252.39,-0.054719
10933,200311,257.25,0.019256
10933,200312,253.51,-0.014538
10933,200401,271.39,0.07053
10933,200402,272.16,0.002837
10933,200403,287.9,0.057834
10933,200404,293.01,0.017749
10933,200405,287.5,-0.018805
10933,200406,277.5,-0.034783
10933,200407,282.5,0.018018
10933,200408,293.85,0.040177
10933,200409,308.4,0.049515
10933,200410,318.0,0.031128
10933,200411,322.0,0.012579
10933,200412,364.0,0.130435
10933,200501,341.0,-0.063187
10933,200502,357.5,0.048387
10933,200503,345.21,-0.034378
10933,200504,343.1,-0.006112
10933,200505,341.75,-0.003935
10933,200506,339.0,-0.008047
10933,200507,336.0,-0.00885
10933,200508,324.75,-0.033482
10933,200509,330.5,0.017706
10933,200510,318.0,-0.037821
10933,200511,317.25,-0.002358
10933,200512,317.05,-0.00063
10933,200601,334.0,0.053462
10933,200602,328.55,-0.016317
10933,200603,337.68,0.027789
10933,200604,349.25,0.034263
10933,200605,337.75,-0.032928
10933,200606,347.0,0.027387
10933,200607,340.65,-0.0183
10933,200608,363.33,0.066579
10933,200609,410.66,0.130267
10933,200610,399.5,-0.027176
10933,200611,447.75,0.120776
10933,200612,480.1,0.07225
10933,200701,485.1,0.010414
10933,200702,478.85,-0.012884
10933,200703,484.83,0.012488
10933,200704,458.91,-0.053462
10933,200705,493.0,0.074285
10933,200706,484.56,-0.01712
10933,200707,465.5,-0.039335
10933,200708,475.66,0.021826
10933,200709,484.0,0.017534
10933,200710,543.22,0.122355
10933,200711,482.15,-0.112422
10933,200712,491.1,0.018563
10933,200801,463.0,-0.057218
10933,200802,464.75,0.00378
10933,200803,439.97,-0.053319
10933,200804,434.4,-0.01266
10933,200805,404.65,-0.068485
10933,200806,367.0,-0.093043
10933,200807,363.0,-0.010899
10933,200808,370.0,0.019284
10933,200809,351.5,-0.05
10933,200810,350.84,-0.001878
10933,200811,308.0,-0.122107
10933,200812,299.0,-0.029221
10933,200901,270.03,-0.09689
10933,200902,265.81,-0.015628
10933,200903,283.88,0.067981
10933,200904,287.0,0.010991
10933,200905,285.0,-0.006969
10933,200906,281.7,-0.011579
10933,200907,315.57,0.120234
10933,200908,328.86,0.042114
10933,200909,329.82,0.002919
10933,200910,322.7,-0.021588
10933,200911,339.0,0.050511
10933,200912,340.0,0.00295
10933,201001,325.01,-0.044088
10933,201002,352.75,0.085351
10933,201003,374.66,0.062112
10933,201004,382.84,0.021833
10933,201005,345.55,-0.097404
10933,201006,340.0,-0.016061
10933,201007,338.0,-0.005882
10933,201008,327.72,-0.030414
10933,201009,344.59,0.051477
10933,201010,335.02,-0.027772
10933,201011,353.49,0.055131
10933,201012,378.13,0.069705
10933,201101,402.5,0.064449
10933,201102,415.65,0.032671
10933,201103,414.45,-0.002887
10933,201104,417.28,0.006828
10933,201105,413.67,-0.008651
10933,201106,396.81,-0.040757
10933,201107,400.42,0.009098
10933,201108,393.98,-0.016083
10933,201109,357.13,-0.093533
10933,201110,386.5,0.082239
10933,201111,401.4,0.038551
10933,201112,414.67,0.033059
10933,201201,403.07,-0.027974
10933,201202,407.95,0.012107
10933,201203,448.94,0.100478
10933,201204,440.28,-0.01929
10933,201205,438.49,-0.004066
10933,201206,441.7,0.007321
10933,201207,432.06,-0.021825
10933,201208,434.9,0.006573
10933,201209,458.49,0.054242
10933,201210,471.94,0.029335
10933,201211,479.0,0.01496
10933,201212,433.42,-0.095157
10933,201301,476.13,0.098542
10933,201302,483.45,0.015374
10933,201303,503.5,0.041473
10933,201304,536.25,0.065045
10933,201305,522.89,-0.024914
10933,201306,526.95,0.007765
10933,201307,530.0,0.005788
10933,201308,510.7,-0.036415
10933,201309,517.77,0.013844
10933,201310,529.67,0.022983
10933,201311,557.28,0.052127
10933,201312,580.35,0.041398
10933,201401,539.14,-0.071009
10933,201402,578.0,0.072078
10933,201403,596.1,0.031315
10933,201404,625.92,0.050025
10933,201405,640.22,0.022846
10933,201406,655.64,0.024085
10933,201407,632.11,-0.035889
10933,201408,659.8,0.043806
10933,201409,636.15,-0.035844
10933,201410,690.89,0.086049
10933,201411,696.78,0.008525
10933,201412,682.84,-0.020006
10933,201501,683.36,0.000762
10933,201502,745.44,0.090845
10933,201503,768.96,0.031552
10933,201504,740.64,-0.036829
10933,201505,772.76,0.043368
10933,201506,800.68,0.03613
10933,201507,889.75,0.111243
10933,201508,823.75,-0.074178
10933,201509,801.86,-0.026574
10933,201510,868.0,0.082483
10933,201511,905.17,0.042823
10933,201512,883.35,-0.024106
10933,201601,840.46,-0.048554
10933,201602,856.71,0.019335
10933,201603,891.57,0.040691
10933,201604,899.11,0.008457
10933,201605,953.0,0.059937
10933,201606,952.78,-0.000231
10933,201607,948.75,-0.00423
10933,201608,931.11,-0.018593
10933,201609,928.77,-0.002513
10933,201610,877.43,-0.055277
10933,201611,898.34,0.023831
10933,201612,904.5,0.006857
10933,201701,925.0,0.022664
10933,201702,979.73,0.059168
10933,201703,975.86,-0.00395
10933,201704,969.6,-0.006415
10933,201705,977.25,0.00789
10933,201706,975.86,-0.001422
10933,201707,1071.51,0.098016
10933,201708,1051.99,-0.018217
10933,201709,1067.98,0.0152
10933,201710,1084.3,0.015281
10933,201711,1106.9,0.020843
10933,201712,1139.13,0.029117
10933,201801,1147.69,0.007515
10933,201802,1112.0,-0.031097
10933,201803,1170.25,0.052383
10933,201804,1130.04,-0.03436
10933,201805,1097.08,-0.029167
10933,201806,1084.35,-0.011604
10933,201807,1170.0,0.078987
10933,201808,1208.8,0.033162
10933,201809,1188.49,-0.016802
10933,201810,1093.24,-0.080144
10933,201811,1144.14,0.046559
10933,201812,1038.05,-0.092725
10933,201901,1053.51,0.014893
10933,201902,1004.88,-0.04616
10933,201903,996.24,-0.008598
10933,201904,1071.51,0.075554
10933,201905,1058.87,-0.011796
10933,201906,1089.6,0.029022
10933,201907,1113.93,0.022329
10933,201908,1143.08,0.026169
10933,201909,1181.9,0.033961
10933,201910,1171.0,-0.009222
10933,201911,1135.55,-0.030273
10933,201912,1143.17,0.00671
10933,202001,1172.97,0.026068
10933,202002,1181.6,0.007357
10933,202003,927.89,-0.214717
10933,202004,865.84,-0.066872
10933,202005,897.42,0.036473
10933,202006,923.17,0.028693
10933,202007,1044.54,0.131471
10933,202008,1086.83,0.040487
10933,202009,973.7,-0.104092
10933,202010,932.8,-0.042005
10933,202011,973.83,0.043986
10933,202012,1033.3,0.061068
10933,202101,969.48,-0.061763
10933,202102,1088.8,0.123076
10933,202103,1139.62,0.046675
10933,202104,1176.42,0.032291
10933,202105,1225.49,0.041711
10933,202106,1186.71,-0.031644
10933,202107,1206.17,0.016398
10933,202108,1270.25,0.053127
10933,202109,1195.13,-0.059138
10933,202110,1313.13,0.098734
10933,202111,1194.82,-0.090098
10933,202112,1234.0,0.032792
10933,202201,1232.74,-0.001021
10933,202202,1242.91,0.00825
10933,202203,1475.24,0.186924
10933,202204,1353.28,-0.082671
10933,202205,1369.43,0.011934
10933,202206,1293.25,-0.055629
10933,202207,1297.14,0.003008
10933,202208,1194.11,-0.079429
10933,202209,1084.22,-0.092027
10933,202210,1206.1,0.112413
10933,202211,1324.84,0.09845
10933,202212,1317.49,-0.005548
10989,200001,43.5,-0.172414
10989,200002,41.9375,-0.03592
10989,200003,46.8125,0.12292
10989,200004,50.25,0.073431
10989,200005,64.5,0.283582
10989,200006,69.25,0.077756
10989,200007,69.625,0.005415
10989,200008,70.625,0.014363
10989,200009,72.75,0.03387
10989,200010,72.9375,0.003436
11340,200001,65.0,0.027668
11340,200002,59.0,-0.092308
11340,200003,59.25,0.008125
11340,200004,62.75,0.059072
11340,200005,64.6875,0.034508
11340,200006,65.625,0.014493
11340,200007,68.25,0.04
11340,200008,70.1875,0.031709
11340,200009,71.0,0.011576
11340,200010,71.9375,0.013204
11340,200011,71.875,0.001703
11415,200001,39.9375,0.272908
11415,200002,47.625,0.192488
11415,200003,42.0,-0.11811
11415,200004,43.1875,0.028274
11415,200005,53.875,0.247467
11415,200006,44.8125,0.24768
11415,200007,54.0,0.205021
11415,200008,71.0,0.314815
11415,200009,66.3125,-0.066021
11415,200010,63.125,-0.048068
11415,200011,60.3125,-0.044554
11415,200012,72.9375,0.209326
11415,200101,73.15,0.002913
11415,200102,55.6,-0.239918
11415,200103,57.17,0.028237
11415,200104,57.95,0.013644
11415,200105,71.27,0.229853
11415,200106,69.2,-0.029044
11415,200107,85.88,0.24104
11415,200108,83.74,-0.024918
11415,200109,79.06,-0.055887
11415,200110,72.8,-0.07918
11415,200111,73.05,0.003434
11415,200112,79.36,0.086379
11415,200201,73.0,-0.080141
11415,200202,68.25,-0.065068
11415,200203,65.82,-0.035604
11415,200204,66.65,0.01261
11415,200205,66.54,-0.00165
11415,200206,63.53,-0.045236
11415,200207,61.0,-0.039824
11415,200208,70.71,0.15918
11415,200209,62.29,-0.119078
11415,200210,58.83,-0.055547
11415,200211,66.03,0.122387
11415,200212,65.09,-0.014236
11415,200301,79.05,0.214472
11415,200302,77.91,-0.014421
11415,200303,57.0,0.09742
11415,200304,55.6,-0.024561
11415,200305,52.75,-0.051259
11415,200306,65.5,0.241706
11415,200307,67.55,0.031298
11415,200308,67.67,0.001776
11415,200309,68.21,0.00798
11415,200310,76.77,0.125495
11415,200311,82.54,0.07516
11415,200312,76.95,-0.067725
11415,200401,75.29,-0.021572
11415,200402,77.41,0.028158
11415,200403,45.9,-0.11058
11415,200404,41.42,-0.097603
11415,200405,43.62,0.053114
11415,200406,33.7,-0.227419
11415,200407,34.35,0.019288
11415,200408,39.27,0.143231
11415,200409,41.43,0.055004
11415,200410,37.65,-0.091238
11415,200411,39.05,0.037185
11415,200412,45.54,0.166197
11415,200501,47.55,0.044137
11415,200502,47.74,0.003996
11415,200503,48.83,0.022832
11415,200504,51.86,0.062052
11415,200505,50.82,-0.020054
11415,200506,48.74,-0.040929
11415,200507,47.42,-0.027082
11415,200508,45.61,-0.03817
11415,200509,54.92,0.204122
11415,200510,57.45,0.046067
11415,200511,57.35,-0.001741
11415,200512,62.29,0.086138
11415,200601,65.58,0.052817
11415,200602,67.18,0.024398
11415,200603,62.98,-0.062519
11415,200604,60.55,-0.038584
11415,200605,52.7,-0.129645
11415,200606,47.69,-0.095066
11415,200607,49.76,0.043405
11415,200608,56.5,0.13545
11415,200609,51.94,-0.080708
11415,200610,52.37,0.008279
11415,200611,51.08,-0.024632
11415,200612,50.12,-0.018794
11415,200701,53.52,0.067837
11415,200702,52.9,-0.011584
11415,200703,46.35,-0.123819
11415,200704,48.36,0.043366
11415,200705,53.32,0.102564
11415,200706,50.23,-0.057952
11415,200707,51.22,0.019709
11415,200708,50.88,-0.006638
11415,200709,56.91,0.118514
11415,200710,57.32,0.007204
11415,200711,53.7,-0.063154
11415,200712,53.1,-0.011173
11415,200801,52.19,-0.017137
11415,200802,47.15,-0.09657
11415,200803,48.31,0.024602
11415,200804,50.23,0.039743
11415,200805,43.8,-0.128011
11415,200806,45.08,0.029224
11415,200807,65.98,0.46362
11415,200808,67.54,0.023644
11415,200809,65.3,-0.033166
11415,200810,64.26,-0.015926
11415,200811,65.39,0.017585
11415,200812,65.8,0.012938
11587,200001,10.0,-0.058824
11587,200002,11.5,0.15
11587,200003,11.5,0.0
11587,200004,12.0625,0.048913
11587,200005,11.875,-0.015544
11587,200006,12.375,0.042105
11587,200007,12.9375,0.045455
11587,200008,12.125,-0.062802
11587,200009,12.5625,0.036082
11587,200010,11.25,-0.104478
11587,200011,11.875,0.055556
11587,200012,14.75,0.242105
11587,200101,14.625,-0.008475
11587,200102,14.25,-0.025641
11587,200103,14.875,0.04386
11587,200104,22.25,0.495798
11587,200105,20.15,-0.094382
11587,200106,22.9,0.136476
11587,200107,22.75,-0.00655
11587,200108,22.74,-0.00044
11587,200109,23.13,0.01715
11587,200110,34.71,0.500649
11587,200111,34.25,-0.013253
11587,200112,38.05,0.110949
11587,200201,35.0,-0.080158
11587,200202,30.5209,-0.127974
11587,200203,27.54,-0.097667
11587,200204,27.8139,0.009946
11587,200205,31.32,0.126056
11587,200206,27.81,-0.112069
11587,200207,21.0,-0.244876
11587,200208,20.27,-0.034762
11587,200209,18.54,-0.085348
11587,200210,20.34,0.097087
11587,200211,21.655,0.064651
11587,200212,22.5,0.039021
11587,200301,21.55,-0.042222
11587,200302,22.1,0.025522
11587,200303,22.85,0.033937
11587,200304,24.33,0.06477
11587,200305,26.92,0.106453
11587,200306,27.69,0.028603
11587,200307,33.0,0.191766
11587,200308,35.54,0.07697
11587,200309,45.2,0.275791
11587,200310,43.8,-0.030973
11587,200311,48.0,0.098658
11587,200312,45.44,-0.053333
11587,200401,43.8,-0.036092
11587,200402,44.51,0.01621
11587,200403,40.74,-0.082232
11587,200404,45.25,0.110702
11587,200405,43.24,-0.04442
11587,200406,43.579,0.010653
11587,200407,43.75,0.003924
11587,200408,46.235,0.0568
11587,200409,47.5,0.030414
11587,200410,45.826,-0.035242
11587,200411,45.22,-0.010161
11587,200412,46.13,0.020124
11587,200501,46.16,0.00065
11587,200502,51.0,0.104853
11587,200503,48.634,-0.04362
11587,200504,47.52,-0.022906
11587,200505,65.35,0.37521
11587,200506,74.55,0.142926
11587,200507,79.811,0.07057
11587,200508,65.54,-0.17881
11587,200509,65.0,-0.005645
11587,200510,61.02,-0.061231
11587,200511,65.51,0.076346
11587,200512,69.43,0.059838
11587,200601,68.75,-0.009794
11587,200602,74.586,0.084887
11587,200603,78.99,0.061446
11587,200604,78.872,-0.001494
11587,200605,72.0,-0.087129
11587,200606,70.89,-0.012964
